"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","",""
"EGR","","","","","","","","","","","","","","","","","","","",""
"EGR","College Total","14317","3.480","48.3","19.3","14.0","5.5","3.5","1.0","0.6","5.1","0.0","0.7","",".","1.5","0.4","0.0","0.1","0.0"
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","NW","NR","Other"
"EGR","","Grades","GPA","","","","","","","","","","","","","","","","",""
"Freshmen","","419","3.509","61.3","20.0","5.5","4.3","3.8","2.4","1.7",".",".",".","",".",".","0.2","0.5",".","0.2"
"Sophomore","","1279","3.348","49.3","20.2","15.8","6.8","3.7","1.9","1.6",".",".",".","",".",".","0.3","0.1","0.1","0.2"
"Junior","","2845","3.340","46.7","20.2","16.6","8.0","5.4","1.7","0.7",".",".","0.1","",".",".","0.5","0.1","0.1","."
"Senior","","6617","3.480","49.7","21.5","16.5","5.9","4.1","0.8","0.4",".",".","0.7","",".",".","0.4",".","0.0","."
"Undergraduates","","11160","3.433","49.4","21.0","16.0","6.5","4.4","1.2","0.7",".",".","0.4","",".",".","0.4","0.0","0.0","0.0"
"Special","","110","3.253","41.8","13.6","14.5","14.5","5.5","1.8","1.8","2.7",".","0.9","",".",".","0.9","0.9","0.9","."
"Graduate","","3362","3.726","45.7","12.1","6.0","1.3","0.4","0.2","0.3","24.2","0.1","2.6","",".","6.1","0.6","0.1","0.2","."
"Prof Yr 2","","1","***","","","","","","","","","",".","",".",".",".",".",".","."
"Prof Yr 3","","11","4.000","27.3",".",".",".",".",".",".","45.5",".","9.1","",".","18.2",".",".",".","."
"Professionals","","12","4.000","25.0",".",".",".",".",".",".","50.0",".","8.3","",".","16.7",".",".",".","."
"","College Total","14644","3.480","48.4","18.8","13.7","5.4","3.5","1.0","0.6","5.6","0.0","0.9","",".","1.4","0.4","0.1","0.1","0.0"
