"TERM : 1222","","","","","Percentage Distribution of Grades","","","","","","","","","","","","","","","Office of the Registrar","",""
"Fall 2021-2022","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","University of Wisconsin - Madison","","","","","","","","","","","","","","","","",""
"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","","",""
"EGR","","","","","","","","","","","","","","","","","","","","","",""
"GEOLOGICAL ENGINEERING","Section","#","Ave","A","AB","B","BC","C","D","F","","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"418
G L E","","","","","","","","","","","","","","","","","","","","","",""
"G L E
418","Dept. Total","113","3.356","41.6","18.6","22.1","3.5","2.7","1.8","",".","6.2","",".",".","",".","2.7","0.9",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"418
G L E","","","","","","","","","","","","","","","","","","","","","",""
"Junior","","15","3.446","53.3","20.0","20.0","6.7",".",".","",".",".","",".",".","",".",".",".",".",".","."
"Senior","","74","3.270","37.8","24.3","28.4","4.1","4.1","1.4","",".",".","",".",".","",".",".",".",".",".","."
"Undergraduates","","89","3.300","40.4","23.6","27.0","4.5","3.4","1.1","",".",".","",".",".","",".",".",".",".",".","."
"Graduate","","24","3.684","45.8",".","4.2",".",".","4.2","",".","29.2","",".",".","",".","12.5","4.2",".",".","."
"","Dept. Total","113","3.356","41.6","18.6","22.1","3.5","2.7","1.8","",".","6.2","",".",".","",".","2.7","0.9",".",".","."
