"Section","","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"964","008","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"964","010","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"964","011","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"964","013","","7","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"964","015","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"964","017","","8","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"964","019","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"964","020","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"964","022","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"964","023","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"964","029","","10","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"964","030","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"964","032","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"964","033","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"964","034","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"964","035","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"964","036","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"964","037","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"964","038","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"964","039","","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"964","041","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"964","043","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"964","045","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"964","048","","10","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"964","049","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"964","050","","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"964","051","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"964","055","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"964","056","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"964","058","","12","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"964","059","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"964","062","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"964","064","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"964","067","","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"964","071","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"964","076","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"964","077","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"964","081","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"964","083","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"964","087","","9","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"964","091","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"964","099","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"964","123","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","","","","","","","","","","","","","","","","","","","Page 203 of 464",""
