"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","",""
"PHM","","","","","","","","","","","","","","","","","","","","",""
"PHM","College Total","3507","3.629","54.7","16.6","13.1","5.5","2.5","0.1","0.3","2.1","",".","4.6","",".","0.1","0.1",".","0.1","0.2"
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"PHM","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"Freshmen","","81","3.321","54.3","8.6","11.1","13.6","7.4","2.5","2.5",".","",".",".","",".",".",".",".",".","."
"Sophomore","","40","3.731","62.5","22.5","7.5","5.0",".",".",".",".","",".",".","",".",".","2.5",".",".","."
"Junior","","32","3.677","71.9","6.3","6.3","6.3","6.3",".",".","3.1","",".",".","",".",".",".",".",".","."
"Senior","","100","3.746","70.0","16.0","7.0","2.0","3.0",".",".",".","",".",".","",".",".","2.0",".",".","."
"Undergraduates","","253","3.612","64.0","13.4","8.3","6.7","4.3","0.8","0.8","0.4","",".",".","",".",".","1.2",".",".","."
"Special","","27","3.761","66.7","18.5","3.7","3.7",".",".",".","3.7","",".",".","",".",".",".",".","3.7","."
"Graduate","","331","3.774","40.8","12.7","3.6","0.6","0.6",".",".","21.5","",".","19.0","",".","1.2",".",".",".","."
"Prof Yr 1","","885","3.545","57.9","16.0","16.6","6.0","3.4",".","0.1",".","",".",".","",".",".",".",".",".","."
"Prof Yr 2","","825","3.517","43.6","19.8","13.6","7.0","3.6","0.2","0.2",".","",".","11.9","",".",".",".",".",".","."
"Prof Yr 3","","1042","3.523","47.0","17.6","15.5","5.8","1.4","0.1","0.4",".","",".",".","",".","11.7",".",".",".","0.6"
"Prof Yr 4","","266","3.940","91.4","4.5","2.3","0.4","0.4",".",".",".","",".",".","",".",".","0.4",".","0.8","."
"Professionals","","3018","3.621","53.2","16.6","14.1","5.7","2.5","0.1","0.2",".","",".","3.2","",".","4.0","0.0",".","0.1","0.2"
"","College Total","3629","3.629","52.9","16.0","12.7","5.3","2.5","0.1","0.2","2.0","",".","4.4","",".","3.5","0.1",".","0.1","0.2"
