"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","",""
"L&S","College Total","104336","3.371","47.8","17.0","14.5","5.8","5.6","1.9","1.5","2.5","0.0","1.2","0.0","0.4","1.1","0.1","0.4","0.0"
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"L&S","","Grades","GPA","","","","","","","","","","","","","","","",""
"Freshmen","","21327","3.155","38.6","17.8","18.1","7.8","8.5","3.4","2.6","0.0",".","2.1","0.1",".","1.0","0.1","0.0","0.1"
"Sophomore","","23143","3.331","46.5","18.3","16.3","6.3","6.9","2.3","1.6","0.0",".","0.9","0.0",".","0.9","0.0","0.0","0.0"
"Junior","","22472","3.350","45.9","19.1","16.1","7.0","6.3","1.9","1.6","0.0","0.0","0.6","0.0","0.0","1.2","0.1","0.1","0.1"
"Senior","","23963","3.494","54.5","17.1","13.2","5.5","4.1","1.2","1.0","0.1","0.0","1.0","0.0","0.6","1.2","0.1","0.2","0.0"
"Undergraduates","","90905","3.332","46.6","18.0","15.9","6.6","6.4","2.2","1.7","0.0","0.0","1.1","0.0","0.2","1.1","0.1","0.1","0.1"
"Special","","2092","3.623","30.5","8.2","4.9","1.1","1.4","0.4","0.5","36.4",".","0.6",".",".","0.8","2.3","12.7","0.1"
"Graduate","","11424","3.815","60.5","10.0","5.3","0.6","0.3","0.1","0.1","16.2","0.1","2.0","0.0","2.7","1.4","0.0","0.6","0.0"
"Prof Yr 1","","61","3.946","86.9","9.8",".",".",".",".",".",".",".",".",".",".","3.3",".",".","."
"Prof Yr 2","","87","3.874","89.7","3.4","5.7","1.1",".",".",".",".",".",".",".",".",".",".",".","."
"Prof Yr 3","","66","3.973","90.9","4.5",".",".",".",".",".","1.5",".",".",".","1.5","1.5",".",".","."
"Prof Yr 4","","16","3.813","56.3",".","12.5",".",".",".",".",".",".","25.0",".",".",".",".","6.3","."
"Professionals","","230","3.923","87.0","5.2","3.0","0.4",".",".",".","0.4",".","1.7",".","0.4","1.3",".","0.4","."
"","College Total","104651","3.371","47.9","16.9","14.4","5.8","5.6","1.9","1.5","2.5","0.0","1.2","0.0","0.4","1.1","0.1","0.4","0.0"
