"L&S","","","","","","","","","","","","","","","","","","","","","",""
"LAFOLLETTE SCHOOL PUB AFF Section","#","Ave","A","AB","B","BC","C","D","","F","S","U","","CR","N","","P","","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"826
PUB AFFR","","","","","","","","","","","","","","","","","","","","","",""
"PUB AFFR
Dept. Total
826","708","3.636","49.0","27.1","11.2","3.2","1.1","",".","0.4","0.3","",".","6.9","",".","",".","0.4",".",".","."
"Summary by Level","#","Ave","A","AB","B","BC","C","D","","F","S","U","","CR","N","","P","","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"826
PUB AFFR","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","54","3.415","35.2","33.3","18.5","7.4","1.9","",".","1.9","1.9","",".",".","",".","",".",".",".",".","."
"Sophomore","73","3.486","35.6","39.7","15.1","6.8",".","",".","1.4",".","",".",".","",".","",".","1.4",".",".","."
"Junior","111","3.604","49.5","32.4","12.6","3.6","0.9","",".","0.9",".","",".",".","",".","",".",".",".",".","."
"Senior","165","3.667","48.5","31.5","12.7","1.2","0.6","",".",".",".","",".","4.8","",".","",".","0.6",".",".","."
"Undergraduates","403","3.582","44.7","33.5","13.9","3.7","0.7","",".","0.7","0.2","",".","2.0","",".","",".","0.5",".",".","."
"Special","5","***","","","","","","","","","","","",".","",".","",".",".",".",".","."
"Graduate","292","3.714","54.5","19.2","7.2","2.7","1.7","",".",".",".","",".","13.7","",".","",".","0.3",".",".","."
"Prof Yr 2","1","***","","","","","","","","","","","",".","",".","",".",".",".",".","."
"Prof Yr 3","1","***","","","","","","","","","","","",".","",".","",".",".",".",".","."
"Prof Yr 4","6","3.800","66.7",".","16.7",".",".","",".",".",".","",".","16.7","",".","",".",".",".",".","."
"Professionals","8","3.714","62.5",".","25.0",".",".","",".",".",".","",".","12.5","",".","",".",".",".",".","."
"Dept. Total","708","3.636","49.0","27.1","11.2","3.2","1.1","",".","0.4","0.3","",".","6.9","",".","",".","0.4",".",".","."
