"","990
077","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
081","6","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","990
087","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Dissertator Research&Thesis","Course Total","38","",".",".",".",".",".",".",".","71.1","2.6",".",".","26.3",".",".",".","."
"M E
612","Dept. Total","3116","3.425","41.9","21.7","16.8","7.5","4.1","1.0","0.4","3.9","0.1","0.3",".","1.9","0.3","0.1","0.1","0.0"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"612
M E","","","","","","","","","","","","","","","","","","",""
"Freshmen","","103","3.218","42.7","19.4","14.6","6.8","7.8","3.9","3.9",".",".",".",".",".","1.0",".",".","."
"Sophomore","","270","3.229","31.1","27.0","18.5","15.6","3.3","2.6","1.1",".",".",".",".",".","0.4",".",".","0.4"
"Junior","","660","3.324","39.4","23.3","19.7","10.9","5.2","1.1",".",".",".",".",".",".","0.3",".","0.2","."
"Senior","","1520","3.454","45.3","23.8","18.3","6.5","4.7","0.9","0.2",".",".",".",".",".","0.2",".","0.1","."
"Undergraduates","","2553","3.390","42.2","23.9","18.5","8.6","4.8","1.3","0.4",".",".",".",".",".","0.3",".","0.1","0.0"
"Special","","30","2.858","13.3","20.0","26.7","23.3","13.3",".","3.3",".",".",".",".",".",".",".",".","."
"Graduate","","618","3.726","36.2","9.9","6.8","1.3","0.3",".","0.2","33.2","0.5","1.3",".","9.5","0.3","0.3","0.2","."
"","Dept. Total","3201","3.425","40.8","21.1","16.3","7.3","4.0","1.0","0.4","6.4","0.1","0.2",".","1.8","0.3","0.1","0.1","0.0"
