"","990
014","1","***","","","","","","","","","",".",".","",".",".",".",".","."
"","990
015","2","***","","","","","","","","","",".",".","",".",".",".",".","."
"","990
016","2","***","","","","","","","","","",".",".","",".",".",".",".","."
"Thesis","Course Total","35","",".",".",".",".",".",".",".","77.1","2.9",".","",".","20.0",".",".",".","."
"SPANISH
912","Dept. Total","2163","3.525","55.4","18.1","14.7","3.7","3.9","1.2","0.9","1.2","0.0",".","",".","0.3","0.5",".",".","0.0"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"912
SPANISH","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","509","3.533","53.0","20.8","17.1","3.7","2.8","1.2","1.0",".",".",".","",".",".","0.4",".",".","."
"Sophomore","","530","3.497","54.5","19.4","15.1","3.6","4.2","1.3","1.3",".",".",".","",".",".","0.6",".",".","."
"Junior","","460","3.400","46.1","21.5","18.3","5.9","5.0","1.7","0.9",".",".",".","",".",".","0.7",".",".","."
"Senior","","570","3.632","66.8","13.7","11.2","2.5","3.9","0.9","0.5",".",".",".","",".",".","0.4",".",".","0.2"
"Undergraduates","","2069","3.520","55.7","18.7","15.2","3.8","3.9","1.3","0.9",".",".",".","",".",".","0.5",".",".","0.0"
"Special","","12","3.274","41.7","25.0","8.3","8.3","16.7",".",".",".",".",".","",".",".",".",".",".","."
"Graduate","","82","3.844","50.0","2.4","2.4",".","2.4",".",".","32.9","1.2",".","",".","8.5",".",".",".","."
"","Dept. Total","2163","3.525","55.4","18.1","14.7","3.7","3.9","1.2","0.9","1.2","0.0",".","",".","0.3","0.5",".",".","0.0"
