"ART DEPARTMENT","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"168
ART","","","","","","","","","","","","","","","","","","",""
"","100
001","21","3.690","85.7","4.8",".",".",".","9.5",".",".",".",".",".",".",".",".",".","."
"","100
002","21","3.952","95.2",".","4.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
003","18","4.000","94.4",".",".",".",".",".",".",".",".",".",".",".",".","5.6",".","."
"","100
004","21","3.786","81.0","4.8","9.5",".","4.8",".",".",".",".",".",".",".",".",".",".","."
"","100
005","18","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
006","18","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
007","18","3.778","94.4",".",".",".",".",".","5.6",".",".",".",".",".",".",".",".","."
"","100
008","20","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
009","19","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
010","20","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
011","19","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
012","20","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
013","19","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
014","18","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
015","18","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
016","18","3.778","94.4",".",".",".",".",".","5.6",".",".",".",".",".",".",".",".","."
"","100
017","20","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","018
100","19","3.658","78.9",".","5.3","5.3","10.5",".",".",".",".",".",".",".",".",".",".","."
"","100
019","20","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
020","18","3.889","83.3","11.1","5.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
021","20","3.975","95.0","5.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
022","21","3.810","85.7","4.8",".","4.8","4.8",".",".",".",".",".",".",".",".",".",".","."
"","100
023","18","3.889","83.3","11.1","5.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
024","18","3.694","83.3",".","5.6","5.6",".","5.6",".",".",".",".",".",".",".",".",".","."
"","100
025","20","3.725","70.0","10.0","15.0","5.0",".",".",".",".",".",".",".",".",".",".",".","."
"Introduction to Art","Course Total","480","3.904","92.9","2.1","2.1","0.8","0.8","0.6","0.4",".",".",".",".",".",".","0.2",".","."
"","102
001","17","3.912","82.4","17.6",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","102
002","13","3.808","84.6","7.7",".",".","7.7",".",".",".",".",".",".",".",".",".",".","."
"","102
003","17","3.676","76.5","5.9","5.9",".","11.8",".",".",".",".",".",".",".",".",".",".","."
"","102
004","17","3.941","94.1",".","5.9",".",".",".",".",".",".",".",".",".",".",".",".","."
"","102
005","17","3.941","94.1",".","5.9",".",".",".",".",".",".",".",".",".",".",".",".","."
"","102
006","16","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","102
007","13","3.808","76.9","7.7","15.4",".",".",".",".",".",".",".",".",".",".",".",".","."
"Two-Dimensional Design","Course Total","110","3.873","87.3","5.5","4.5",".","2.7",".",".",".",".",".",".",".",".",".",".","."
"","104
001","17","3.588","58.8","23.5","5.9",".","11.8",".",".",".",".",".",".",".",".",".",".","."
"","104
002","17","3.794","58.8","41.2",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","104
004","13","3.962","92.3","7.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","104
005","17","3.882","94.1",".",".",".","5.9",".",".",".",".",".",".",".",".",".",".","."
"Three-Dimensional Design","Course Total","64","3.797","75.0","18.8","1.6",".","4.7",".",".",".",".",".",".",".",".",".",".","."
"Introduction to Digital Forms","001
107","166","3.837","84.9","7.2","4.2","1.2","1.2","0.6","0.6",".",".",".",".",".",".",".",".","."
"Foundations of Contemp Art","108
001","139","3.819","86.3","4.3","4.3","1.4","0.7","0.7","1.4",".",".",".",".",".",".",".","0.7","."
"","112
001","15","3.800","80.0","13.3",".",".","6.7",".",".",".",".",".",".",".",".",".",".","."
