"","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"MED","","","","","","","","","","","","","","","","","","","",""
"APPLIED BIOTECHNOLOGY","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"160
ABT","","","","","","","","","","","","","","","","","","","",""
"Principles of Biotechnology","700
001","","10","3.800","60.0","40.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Ethics, Safety, and Regulation","705
001","","22","3.886","77.3","22.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Exprmntl Design Analys Biotech","720
001","","8","3.875","75.0","25.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Python for Bioinformatics","730
001","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Quality Control and Validation","735
001","","6","3.583","16.7","83.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Regltry Practice & Compliance","740
001","","6","3.917","83.3","16.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Biotech Mktg and Entrepren","750
001","","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Global Ops and Supply Chain","755
001","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Assessing Innovation in Biotec","001
765","","7","3.857","85.7",".","14.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Product Development","770
001","","9","3.778","66.7","22.2","11.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"Tools for Data Analysis","775
001","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Pre-Capstone","789
001","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Capstone","790
001","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"ABT
160","Dept. Total","","92","3.845","71.7","23.9","3.3",".",".",".",".",".",".",".",".",".","1.1",".",".","."
