"EDU","","","","","","","","","","","","","","","","","",""
"CURRICULUM AND INSTRUCTIO Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","",""
"272
CURRIC","","","","","","","","","","","","","","","","","",""
"CURRIC
Dept. Total
272","1815","3.919","73.3","4.5","0.9","0.2","0.4","0.1","0.4","4.0","0.2","13.4","0.1","0.8","1.5",".","0.1","."
"Summary by Level","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","",""
"272
CURRIC","","","","","","","","","","","","","","","","","",""
"Freshmen","32","3.806","71.9","21.9",".",".","3.1",".",".",".",".",".",".",".","3.1",".",".","."
"Sophomore","57","3.798","78.9","8.8","8.8",".",".","1.8",".",".",".","1.8",".",".",".",".",".","."
"Junior","430","3.926","80.2","3.5","0.7","0.5","0.5",".","0.5",".",".","12.3",".",".","1.6",".",".","."
"Senior","692","3.899","76.7","5.6","1.2","0.3","0.4","0.1","0.7",".",".","14.5","0.1",".",".",".","0.1","."
"Undergraduates","1211","3.901","78.0","5.5","1.3","0.3","0.5","0.2","0.6",".",".","12.7","0.1",".","0.7",".","0.1","."
"Special","35","3.925","94.3","2.9",".",".","2.9",".",".",".",".",".",".",".",".",".",".","."
"Graduate","569","3.976","62.0","2.6","0.2",".",".",".",".","12.7","0.7","15.6",".","2.6","3.3",".","0.2","."
"Dept. Total","1815","3.919","73.3","4.5","0.9","0.2","0.4","0.1","0.4","4.0","0.2","13.4","0.1","0.8","1.5",".","0.1","."
