"ART DEPARTMENT","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"168
ART","","","","","","","","","","","","","","","","","","",""
"","102
001","15","3.750","66.7","6.7","20.0",".",".",".",".","6.7",".",".",".",".",".",".",".","."
"","002
102","16","3.833","75.0","6.3","12.5",".",".",".",".",".",".",".",".",".","6.3",".",".","."
"","102
003","13","3.385","15.4","46.2","38.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"","102
004","14","3.429","28.6","28.6","42.9",".",".",".",".",".",".",".",".",".",".",".",".","."
"","102
005","13","3.958","84.6","7.7",".",".",".",".",".","7.7",".",".",".",".",".",".",".","."
"","102
006","14","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Two-Dimensional Design","Course Total","85","3.726","62.4","15.3","18.8",".",".",".",".","2.4",".",".",".",".","1.2",".",".","."
"","104
001","11","3.700","45.5","36.4","9.1",".",".",".",".",".",".",".",".",".",".",".","9.1","."
"","104
002","13","3.615","38.5","53.8",".","7.7",".",".",".",".",".",".",".",".",".",".",".","."
"","104
003","10","3.550","50.0","10.0","40.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","104
004","17","3.588","52.9","17.6","23.5","5.9",".",".",".",".",".",".",".",".",".",".",".","."
"","104
005","11","3.682","45.5","45.5","9.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"Three-Dimensional Design","Course Total","62","3.623","46.8","32.3","16.1","3.2",".",".",".",".",".",".",".",".",".",".","1.6","."
"","112
001","16","3.667","43.8","37.5","12.5",".",".",".",".","6.3",".",".",".",".",".",".",".","."
"","112
002","13","3.583","46.2","15.4","30.8",".",".",".",".",".",".",".",".",".","7.7",".",".","."
"","003
112","12","3.417","25.0","50.0","8.3","16.7",".",".",".",".",".",".",".",".",".",".",".","."
"","112
004","15","3.367","26.7","33.3","26.7","13.3",".",".",".",".",".",".",".",".",".",".",".","."
"","112
005","15","3.700","53.3","33.3","13.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","112
006","14","3.750","64.3","28.6",".","7.1",".",".",".",".",".",".",".",".",".",".",".","."
"","112
007","13","3.846","76.9","15.4","7.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"","112
008","15","3.692","46.7","26.7","13.3",".",".",".",".","13.3",".",".",".",".",".",".",".","."
"Drawing I","Course Total","113","3.628","47.8","30.1","14.2","4.4",".",".",".","2.7",".",".",".",".","0.9",".",".","."
"Current Directions in Art","208
001","134","3.635","60.4","20.1","12.7","3.0","0.7","1.5","0.7",".",".",".",".",".",".","0.7",".","."
"","212
001","11","3.909","81.8","18.2",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","212
002","17","3.882","82.4","11.8","5.9",".",".",".",".",".",".",".",".",".",".",".",".","."
"","212
003","17","3.529","35.3","35.3","29.4",".",".",".",".",".",".",".",".",".",".",".",".","."
"","004
212","16","3.625","31.3","62.5","6.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Drawing II","Course Total","61","3.721","55.7","32.8","11.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"","214
001","12","3.875","83.3","8.3","8.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","214
002","11","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Sculpture I","Course Total","23","3.935","91.3","4.3","4.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","222
001","17","3.382","29.4","17.6","52.9",".",".",".",".",".",".",".",".",".",".",".",".","."
"","002
222","16","3.406","25.0","56.3","6.3",".","12.5",".",".",".",".",".",".",".",".",".",".","."
"","222
003","17","3.794","58.8","41.2",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Introduction to Painting","Course Total","50","3.530","38.0","38.0","20.0",".","4.0",".",".",".",".",".",".",".",".",".",".","."
"","224
001","14","3.000",".","50.0","28.6","7.1",".",".","7.1","7.1",".",".",".",".",".",".",".","."
"","224
002","16","3.133","18.8","25.0","31.3","12.5",".","6.3",".","6.3",".",".",".",".",".",".",".","."
"","224
003","14","3.917","78.6",".","7.1",".",".",".",".","14.3",".",".",".",".",".",".",".","."
"Ceramics I","Course Total","44","3.325","31.8","25.0","22.7","6.8",".","2.3","2.3","9.1",".",".",".",".",".",".",".","."
"","232
001","11","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","232
002","15","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","232
003","12","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","232
004","13","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Life Drawing I","Course Total","51","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
