"LAW","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"528
LAW","","","","","","","","","","","","","","","","","","",""
"Taxatn:Bus & Persnl Planng","329
001","9","2.813","55.6",".",".","11.1",".",".",".","11.1",".",".",".",".",".",".",".","."
"Legal Writing (M.L.I.)","603
001","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","713
001","38","1.316","7.9",".","31.6",".","2.6",".",".",".",".",".",".",".",".",".",".","."
"","713
002","17","3.618","52.9","17.6","29.4",".",".",".",".",".",".",".",".",".",".",".",".","."
"Legal Process","Course Total","55","2.027","21.8","5.5","30.9",".","1.8",".",".",".",".",".",".",".",".",".",".","."
"","721
001","40","1.897","20.0","2.5","25.0","2.5","7.5",".",".",".",".",".",".",".",".",".","2.5","."
"","721
002","19","2.553","31.6","5.3","36.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"Contracts II","Course Total","59","2.112","23.7","3.4","28.8","1.7","5.1",".",".",".",".",".",".",".",".",".","1.7","."
"","723
001","12","1.083","8.3",".","25.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","723
002","13","1.385",".",".","46.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"","723
003","13","0.000",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","723
004","12","1.167","16.7",".","16.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"","723
005","13","1.923","7.7",".","53.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"","723
006","12","1.417","16.7",".","25.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","723
007","11","0.818",".",".","27.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","723
008","12","1.583","8.3",".","41.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"","723
009","13","0.885",".","7.7","15.4",".","7.7",".",".",".",".",".",".",".",".",".",".","."
"","723
010","12","1.750",".",".","58.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","723
011","10","1.600","10.0",".","40.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","723
012","13","1.615",".",".","53.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"","723
013","14","0.429",".",".","14.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","723
014","12","1.250",".",".","41.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"","723
015","12","1.000",".",".","33.3",".",".",".","8.3",".",".",".",".",".",".",".",".","."
"","723
016","13","1.385",".",".","46.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"","723
017","14","1.286",".",".","42.9",".",".",".",".",".",".",".",".",".",".",".",".","."
"","723
018","13","1.615",".",".","53.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"","723
019","13","0.538",".",".","7.7",".","15.4",".","7.7",".",".",".",".",".",".",".",".","."
"","723
020","11","1.636",".",".","54.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"","723
021","13","1.000","7.7",".","23.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"","723
022","13","0.923",".",".","30.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"Legal Research and Writing","Course Total","274","1.184","3.3","0.4","33.9",".","1.1",".","0.7",".",".",".",".",".",".",".",".","."
"","724
001","77","0.948","7.8",".","14.3",".","10.4",".",".",".",".",".",".",".",".",".",".","."
"","002
724","84","1.343","13.1","3.6","17.9",".","7.1",".",".",".",".",".",".",".",".",".",".","1.2"
"","724
003","66","1.091","10.6",".","21.2",".","1.5",".",".",".",".",".",".",".",".",".",".","."
"","724
004","51","1.340","13.7",".","25.5",".",".",".",".",".",".",".",".",".",".",".","2.0","."
"Property","Course Total","278","1.172","11.2","1.1","19.1",".","5.4",".",".",".",".",".",".",".",".",".","0.4","0.4"
"","725
001","81","1.344","7.4",".","28.4","6.2","1.2",".","1.2",".",".",".",".",".",".",".",".","1.2"
"","725
002","70","1.029","8.6",".","20.0",".","4.3",".",".",".",".",".",".",".",".",".",".","."
"","725
003","63","1.113","12.7",".","14.3",".","7.9",".",".",".",".",".",".",".",".",".","1.6","."
"","725
004","71","1.944","9.9","5.6","45.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"Intro to Criminal Procedure","Course Total","285","1.366","9.5","1.4","27.4","1.8","3.2",".","0.4",".",".",".",".",".",".",".","0.4","0.4"
"Federal Law & Indian Tribes","730
001","6","3.917","83.3","16.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","731
001","57","1.026","8.8","1.8","15.8",".","7.0",".",".",".",".",".",".",".",".",".",".","."
"","731
002","59","1.483","15.3",".","25.4",".","3.4","1.7",".",".",".",".",".",".",".",".",".","1.7"
"","731
003","36","3.538","36.1","16.7","16.7",".",".","2.8",".","27.8",".",".",".",".",".",".",".","."
"February 17, 2011","","","","","","","","","","","","","","","","","","Page 326 of 401",""
