"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","","",""
"PHM","","","","","","","","","","","","","","","","","","","","","",""
"PHM","College Total","2657","3.534","54.9","16.8","15.7","","6.2 Name? Name? Name? Name? Name? Name? Name? Name? Name? Name? Name?","","","","","","","","","","","","","","#Name?"
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","","S","U","CR","N","","P","","I","NW","NR","Other"
"PHM","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"Freshmen","","1","4.000","100.0",".",".",".",".",".","",".",".",".",".","",".","",".",".",".",".","."
"Sophomore","","6","3.846","83.3",".","16.7",".",".",".","",".",".",".",".","",".","",".",".",".",".","."
"Junior","","14","3.564","71.4","7.1","7.1","14.3",".",".","",".",".",".",".","",".","",".",".",".",".","."
"Senior","","104","3.419","50.0","12.5","16.3","13.5","7.7",".","",".",".",".",".","",".","",".",".",".",".","."
"Undergraduates","","125","3.464","54.4","11.2","15.2","12.8","6.4",".","",".",".",".",".","",".","",".",".",".",".","."
"Special","","1","",".",".",".",".",".",".","",".","100.0",".",".","",".","",".",".",".",".","."
"Graduate","","190","3.856","54.2","5.8","2.6",".",".",".","",".","36.8","0.5",".","",".","",".",".",".",".","."
"Prof Yr 1","","395","3.037","39.2","14.2","20.0","15.2","8.4","2.0","",".",".",".",".","",".","",".","0.5",".","0.5","."
"Prof Yr 2","","887","3.515","53.7","20.9","18.9","4.7","1.6","0.2","",".",".",".",".","",".","",".",".",".",".","."
"Prof Yr 3","","808","3.513","57.4","18.3","15.6","5.3","3.1",".","",".","0.2",".",".","",".","",".",".",".",".","."
"Prof Yr 4","","251","3.825","76.5","12.7","8.0","2.0","0.8",".","",".",".",".",".","",".","",".",".",".",".","."
"Professionals","","2341","3.529","55.0","18.0","16.8","6.4","3.2","0.4","",".","0.1",".",".","",".","",".","0.1",".","0.1","."
"","College Total","2657","3.534","54.9","16.8","15.7","6.2","3.1","0.4","",".","2.7","0.0",".","",".","",".","0.1",".","0.1","."
