"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","",""
"L&S","College Total","85621","3.229","35.3","20.5","20.5","","7.8 Name? Name? Name? Name? Name? Name? Name? Name? Name? Name? Name?","","","","","","","","","","","#Name?"
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"L&S","","Grades","GPA","","","","","","","","","","","","","","","",""
"Freshmen","","11366","2.944","22.1","20.6","24.6","11.3","12.8","4.3","2.3","0.0",".","1.4","0.1",".","0.1","0.1","0.0","0.0"
"Sophomore","","21189","3.187","31.5","22.5","24.0","8.7","8.7","2.4","1.1","0.2",".","0.7","0.0",".","0.0","0.1","0.1","0.0"
"Junior","","19032","3.207","33.6","21.5","23.4","8.7","8.1","2.0","1.4","0.4","0.0","0.5","0.0","0.0","0.1","0.1","0.1","0.0"
"Senior","","22997","3.278","37.9","21.5","19.7","7.6","6.9","2.0","1.3","2.0","0.1","0.6","0.0","0.0","0.1","0.2","0.1","0.0"
"Undergraduates","","74584","3.179","32.6","21.6","22.6","8.8","8.6","2.5","1.4","0.8","0.0","0.7","0.0","0.0","0.1","0.1","0.1","0.0"
"Special","","1222","3.409","34.6","11.7","10.2","4.2","3.9","0.9","0.7","25.0","0.2","4.5","0.2","0.1","0.8","0.7","2.3","."
"Graduate","","9667","3.806","56.4","12.5","5.1","0.7","0.2","0.1","0.1","20.0","0.1","2.1",".","1.5","0.7","0.1","0.4","0.0"
"Prof Yr 1","","207","3.237","43.0","15.5","15.5","14.0","8.7","0.5",".","1.9",".",".",".",".","1.0",".",".","."
"Prof Yr 2","","57","3.780","71.9","17.5","1.8","1.8","1.8",".",".","1.8","1.8",".",".",".",".",".","1.8","."
"Prof Yr 3","","67","3.618","58.2","22.4","7.5",".","4.5",".","1.5","6.0",".",".",".",".",".",".",".","."
"Prof Yr 4","","22","3.745","68.2","4.5","13.6","4.5",".",".",".","9.1",".",".",".",".",".",".",".","."
"Professionals","","353","3.426","52.1","16.4","11.6","8.8","6.2","0.3","0.3","3.1","0.3",".",".",".","0.6",".","0.3","."
"","College Total","85826","3.229","35.4","20.4","20.4","7.8","7.6","2.2","1.3","3.3","0.0","0.9","0.0","0.2","0.2","0.1","0.1","0.0"
