"Directed Study","Course Total","2","***","","","","","","","","","","","","","","","","","","",""
"","999
001","1","***","","","","","","","","","","",".",".","",".","",".",".",".","."
"","999
999","1","***","","","","","","","","","","",".",".","",".","",".",".",".","."
"Independent Work","Course Total","2","***","","","","","","","","","","","","","","","","","","",""
"RELIG ST
856","Dept. Total","719","3.464","40.6","26.6","18.4","3.8","2.5","0.4","1.5","3.2","",".","1.7","",".","",".","0.1","1.1","0.1","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"856
RELIG ST","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","42","3.453","42.9","26.2","16.7","7.1","2.4",".","2.4",".","",".",".","",".","",".",".","2.4",".","."
"Sophomore","","186","3.424","41.9","29.0","18.3","3.2","3.2","1.1","2.2","0.5","",".",".","",".","",".",".","0.5",".","."
"Junior","","178","3.464","44.9","22.5","18.0","3.4","1.1","0.6","2.8","3.9","",".",".","",".","",".",".","2.2","0.6","."
"Senior","","294","3.469","35.4","28.6","20.1","4.1","3.1",".","0.3","3.7","",".","4.1","",".","",".",".","0.7",".","."
"Undergraduates","","700","3.455","40.0","27.0","18.9","3.9","2.6","0.4","1.6","2.7","",".","1.7","",".","",".",".","1.1","0.1","."
"Special","","7","3.667","14.3","28.6",".",".",".",".",".","57.1","",".",".","",".","",".",".",".",".","."
"Graduate","","12","4.000","91.7",".",".",".",".",".",".",".","",".",".","",".","",".","8.3",".",".","."
"","Dept. Total","719","3.464","40.6","26.6","18.4","3.8","2.5","0.4","1.5","3.2","",".","1.7","",".","",".","0.1","1.1","0.1","."
