"Local Culture-Upper Midwest","541
001","40","3.118","37.5","10.0","15.0","17.5","7.5","7.5",".","5.0",".","",".",".","",".","",".","",".",".","."
"","699
010","2","***","","","","","","","","","","",".",".","",".","",".","",".",".","."
"","699
020","1","***","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Independ Stdy-Folklore Grad","Course Total","3","***","","","","","","","","","","","","","","","","","","","",""
"FOLKLORE
380","Dept. Total","316","3.374","36.7","30.1","16.1","5.4","5.7","1.9","1.3","2.8","",".",".","",".","",".","",".",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"380
FOLKLORE","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","34","3.019","17.6","26.5","23.5","11.8","17.6","2.9",".",".","",".",".","",".","",".","",".",".",".","."
"Sophomore","","45","3.405","35.6","33.3","24.4",".","4.4",".","2.2",".","",".",".","",".","",".","",".",".",".","."
"Junior","","48","3.371","27.1","45.8","14.6","2.1","6.3",".","2.1","2.1","",".",".","",".","",".","",".",".",".","."
"Senior","","172","3.411","41.9","25.0","14.0","7.0","4.1","2.9","1.2","4.1","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","299","3.354","35.8","29.8","16.7","5.7","6.0","2.0","1.3","2.7","",".",".","",".","",".","",".",".",".","."
"Special","","4","3.650","25.0","50.0",".",".",".",".",".","25.0","",".",".","",".","",".","",".",".",".","."
"Graduate","","13","3.757","61.5","30.8","7.7",".",".",".",".",".","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","316","3.374","36.7","30.1","16.1","5.4","5.7","1.9","1.3","2.8","",".",".","",".","",".","",".",".",".","."
