"","999
041","1","***","","","","","","","","","",".",".","",".",".",".",".","."
"","999
044","1","***","","","","","","","","","",".",".","",".",".",".",".","."
"","999
099","1","***","","","","","","","","","",".",".","",".",".",".",".","."
"Independent Work","Course Total","14","3.974","92.9","7.1",".",".",".",".",".",".",".",".","",".",".",".",".",".","."
"POLI SCI
778","Dept. Total","4549","3.121","23.9","23.7","25.7","12.8","8.0","2.3","0.9","1.4","0.0","0.3","",".","0.2","0.3","0.2","0.2","0.0"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"778
POLI SCI","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","419","2.758","11.7","17.2","26.7","19.3","16.5","6.9","1.2",".",".",".","",".",".","0.2","0.2",".","."
"Sophomore","","967","3.123","21.0","26.3","27.5","13.5","8.0","2.9","0.2","0.2",".",".","",".",".","0.1",".","0.3","."
"Junior","","1313","3.152","23.9","24.1","29.5","11.7","7.1","1.6","1.1","0.2",".","0.1","",".",".","0.2","0.4","0.1","."
"Senior","","1590","3.150","25.5","24.7","24.6","13.1","7.7","1.7","0.9","1.3","0.1","0.3","",".",".","0.2",".","0.1","."
"Undergraduates","","4289","3.103","22.7","24.1","27.0","13.4","8.4","2.4","0.9","0.6","0.0","0.1","",".",".","0.2","0.1","0.1","."
"Special","","54","2.950","18.5","20.4","13.0","13.0","5.6",".","5.6","14.8",".",".","",".",".",".","1.9","7.4","."
"Graduate","","202","3.822","51.5","15.8","4.0","0.5",".",".",".","15.3","0.5","3.5","",".","5.4","2.0",".","0.5","1.0"
"Prof Yr 3","","4","3.667","25.0","50.0",".",".",".",".",".","25.0",".",".","",".",".",".",".",".","."
"Professionals","","4","3.667","25.0","50.0",".",".",".",".",".","25.0",".",".","",".",".",".",".",".","."
"","Dept. Total","4549","3.121","23.9","23.7","25.7","12.8","8.0","2.3","0.9","1.4","0.0","0.3","",".","0.2","0.3","0.2","0.2","0.0"
