"ALS","","","","","","","","","","","","","","","","","","","","","","",""
"AGRONOMY","Section","#","Ave","A","AB","B","BC","C","D","F","","S","U","","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"132
AGRONOMY","","","","","","","","","","","","","","","","","","","","","","",""
"AGRONOMY
132","Dept. Total","139","3.436","34.5","27.3","13.7","5.0","2.2","0.7","",".","15.1","",".",".","",".","1.4","",".",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","","S","U","","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"132
AGRONOMY","","","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","7","3.025","14.3","28.6","28.6","14.3","14.3",".","",".",".","",".",".","",".",".","",".",".",".","."
"Junior","","16","3.250","31.3","12.5","43.8","6.3","6.3",".","",".",".","",".",".","",".",".","",".",".",".","."
"Senior","","52","3.426","34.6","40.4","15.4","7.7",".","1.9","",".",".","",".",".","",".",".","",".",".",".","."
"Undergraduates","","75","3.348","32.0","33.3","22.7","8.0","2.7","1.3","",".",".","",".",".","",".",".","",".",".",".","."
"Special","","2","",".",".",".",".",".",".","",".","100.0","",".",".","",".",".","",".",".",".","."
"Graduate","","62","3.662","38.7","21.0","3.2","1.6","1.6",".","",".","30.6","",".",".","",".","3.2","",".",".",".","."
"","Dept. Total","139","3.436","34.5","27.3","13.7","5.0","2.2","0.7","",".","15.1","",".",".","",".","1.4","",".",".",".","."
