"","990
039","1","***","","","","","","","","","","",".",".",".","",".",".",".","."
"","990
070","1","***","","","","","","","","","","",".",".",".","",".",".",".","."
"","990
079","3","***","","","","","","","","","","",".",".",".","",".",".",".","."
"PhD Thesis-Risk&Insurance","Course Total","6","",".",".",".",".",".",".",".","100.0","",".",".",".","",".",".",".",".","."
"R M I
241","Dept. Total","416","3.161","26.0","19.5","28.4","12.5","10.3","0.5","0.5","1.7","",".",".",".","",".","0.2","0.2","0.2","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"241
R M I","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","40","3.125","32.5","7.5","27.5","17.5","15.0",".",".",".","",".",".",".","",".",".",".",".","."
"Junior","","109","3.037","13.8","26.6","27.5","17.4","14.7",".",".",".","",".",".",".","",".",".",".",".","."
"Senior","","162","3.023","17.3","20.4","32.1","15.4","11.1","1.2","1.2","0.6","",".",".",".","",".",".",".","0.6","."
"Undergraduates","","311","3.041","18.0","20.9","29.9","16.4","12.9","0.6","0.6","0.3","",".",".",".","",".",".",".","0.3","."
"Special","","2","3.000","50.0",".",".",".","50.0",".",".",".","",".",".",".","",".",".",".",".","."
"Graduate","","103","3.574","49.5","15.5","24.3","1.0","1.9",".",".","5.8","",".",".",".","",".","1.0","1.0",".","."
"","Dept. Total","416","3.161","26.0","19.5","28.4","12.5","10.3","0.5","0.5","1.7","",".",".",".","",".","0.2","0.2","0.2","."
