"","775
003","4","***","","","","","","","","","","","","","",".",".","",".","",".",".",".","."
"Special Topics","Course Total","21","3.750","47.6","19.0","9.5",".","",".","",".","",".","14.3","",".",".","",".","",".","4.8","4.8",".","."
"Research and Thesis","791
012","1","***","","","","","","","","","","","","","",".",".","",".","",".",".",".","."
"Directed Study","799
011","1","***","","","","","","","","","","","","","",".",".","",".","",".",".",".","."
"THER SCI
939","Dept. Total","156","3.771","63.5","27.6","4.5","0.6","",".","",".","",".","2.6","",".",".","",".","",".","0.6","0.6",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","","D","","F","","S","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","",""
"939
THER SCI","","","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","7","3.813","57.1","42.9",".",".","",".","",".","",".",".","",".",".","",".","",".",".",".",".","."
"Sophomore","","21","3.917","81.0","19.0",".",".","",".","",".","",".",".","",".",".","",".","",".",".",".",".","."
"Junior","","9","3.778","55.6","44.4",".",".","",".","",".","",".",".","",".",".","",".","",".",".",".",".","."
"Senior","","16","3.905","75.0","25.0",".",".","",".","",".","",".",".","",".",".","",".","",".",".",".",".","."
"Undergraduates","","53","3.879","71.7","28.3",".",".","",".","",".","",".",".","",".",".","",".","",".",".",".",".","."
"Special","","21","3.824","52.4","19.0","4.8",".","",".","",".","",".","14.3","",".",".","",".","",".","4.8","4.8",".","."
"Graduate","","82","3.727","61.0","29.3","7.3","1.2","",".","",".","",".","1.2","",".",".","",".","",".",".",".",".","."
"","Dept. Total","156","3.771","63.5","27.6","4.5","0.6","",".","",".","",".","2.6","",".",".","",".","",".","0.6","0.6",".","."
