"","990
018","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
021","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
025","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Research and Thesis","Course Total","14","",".",".",".",".",".",".",".","50.0","7.1",".",".","42.9",".",".",".","."
"ART HIST
180","Dept. Total","1132","3.392","37.2","22.2","19.5","7.2","3.4","1.3","1.1","6.6","0.1",".",".","0.6","0.3","0.5",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"180
ART HIST","","","","","","","","","","","","","","","","","","",""
"Freshmen","","142","3.256","29.6","25.4","22.5","13.4","4.2","2.8","0.7",".",".",".",".",".",".","1.4",".","."
"Sophomore","","235","3.410","43.0","21.3","22.1","6.4","4.3","1.3","1.3","0.4",".",".",".",".",".",".",".","."
"Junior","","225","3.343","37.8","23.1","24.4","6.2","3.6","1.8","2.2","0.4",".",".",".",".",".","0.4",".","."
"Senior","","376","3.402","37.5","24.5","19.7","8.5","3.7","0.8","0.8","2.9",".",".",".","0.3","0.8","0.5",".","."
"Undergraduates","","978","3.367","37.7","23.5","21.8","8.2","3.9","1.4","1.2","1.3",".",".",".","0.1","0.3","0.5",".","."
"Special","","67","3.384","4.5","11.9","6.0","3.0",".",".",".","74.6",".",".",".",".",".",".",".","."
"Graduate","","86","3.781","55.8","15.1","4.7",".",".","1.2",".","14.0","1.2",".",".","7.0",".","1.2",".","."
"Prof Yr 2","","1","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Professionals","","1","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","Dept. Total","1132","3.392","37.2","22.2","19.5","7.2","3.4","1.3","1.1","6.6","0.1",".",".","0.6","0.3","0.5",".","."
