"","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"BUS","","","","","","","","","","","","","","","","","","","",""
"INTERNATIONAL BUSINESS","Section","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","","Grades","GPA","","","","","","","","","","","","","","","",""
"235
INTL BUS","","","","","","","","","","","","","","","","","","","",""
"","200","001","210","3.093","24.8","22.4","18.1","22.9","8.6","1.9","1.0","0.5",".",".",".",".",".",".",".","."
"","200","002","102","3.020","25.5","12.7","25.5","22.5","8.8","2.0","2.0","1.0",".",".",".",".",".",".",".","."
"International Business","","Course Total","312","3.069","25.0","19.2","20.5","22.8","8.7","1.9","1.3","0.6",".",".",".",".",".",".",".","."
"Spanish for Business","329","001","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Contemporary Topics","365","000A","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Reading & Research-Intl Bus","399","222","50","3.970","96.0","2.0","2.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Global Issues in Management","403","001","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Global Marketing Strategy","420","001","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Latin Amer Economc Develpmt","462","001","9","3.167","33.3","22.2","22.2","11.1",".","11.1",".",".",".",".",".",".",".",".",".","."
"Global Marketing Strategy","720","001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Multinational Bus Finance","745","001","2","***","","","","","","","","","",".",".",".",".",".",".","."
"INTL BUS
235","","Dept. Total","383","3.126","35.0","17.0","18.3","19.1","7.3","1.8","1.0","0.5",".",".",".",".",".",".",".","."
