"Energy Economics","671
001","","5","***","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"","725
001","","2","***","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"","725
002","","3","***","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Public Utilities","Course Total","","5","***","","","","","","","","","","","","","","","","","","","","","",""
"TRAN P U
243","Dept. Total","","28","3.444","46.4","14.3","21.4","7.1","7.1","",".","",".","3.6","",".",".","",".","",".","",".",".",".","."
"Summary by Level","","#","","Ave","A","AB","B","BC","C","D","","F","","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","",""
"243
TRAN P U","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Junior","","","3","2.833","33.3",".",".","33.3","33.3","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Senior","","","18","3.353","33.3","16.7","33.3","5.6","5.6","",".","",".","5.6","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","","21","3.275","33.3","14.3","28.6","9.5","9.5","",".","",".","4.8","",".",".","",".","",".","",".",".",".","."
"Special","","","1","3.500",".","100.0",".",".",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Graduate","","","6","4.000","100.0",".",".",".",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","","28","3.444","46.4","14.3","21.4","7.1","7.1","",".","",".","3.6","",".",".","",".","",".","",".",".",".","."
