"","990
032","1","***","","","","","","","","","","",".",".",".",".","",".",".","."
"","990
033","1","***","","","","","","","","","","",".",".",".",".","",".",".","."
"Research and Thesis","Course Total","30","",".",".",".",".",".",".",".","93.3","",".",".",".","6.7","",".",".",".","."
"Independent Study","999
032","1","***","","","","","","","","","","",".",".",".",".","",".",".","."
"THEATRE
942","Dept. Total","1140","3.631","61.1","17.5","9.3","4.2","3.2","0.3","0.8","3.2","",".","0.1",".","0.2","",".",".","0.2","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"942
THEATRE","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","138","3.694","62.3","23.2","11.6","0.7","1.4",".","0.7",".","",".",".",".",".","",".",".",".","."
"Sophomore","","309","3.606","61.8","18.4","11.3","2.9","3.2","0.6","1.6",".","",".",".",".",".","",".",".",".","."
"Junior","","273","3.598","58.2","18.3","11.4","7.7","3.3",".","0.4","0.4","",".",".",".",".","",".",".","0.4","."
"Senior","","278","3.573","60.8","17.3","7.6","5.0","5.4","0.4","0.7","2.2","",".","0.4",".",".","",".",".","0.4","."
"Undergraduates","","998","3.608","60.6","18.7","10.3","4.5","3.6","0.3","0.9","0.7","",".","0.1",".",".","",".",".","0.2","."
"Special","","12","3.758","83.3","8.3",".",".","8.3",".",".",".","",".",".",".",".","",".",".",".","."
"Graduate","","129","3.861","62.0","9.3","2.3","2.3",".",".",".","22.5","",".",".",".","1.6","",".",".",".","."
"Prof Yr 3","","1","4.000","100.0",".",".",".",".",".",".",".","",".",".",".",".","",".",".",".","."
"Professionals","","1","4.000","100.0",".",".",".",".",".",".",".","",".",".",".",".","",".",".",".","."
"","Dept. Total","1140","3.631","61.1","17.5","9.3","4.2","3.2","0.3","0.8","3.2","",".","0.1",".","0.2","",".",".","0.2","."
