"L&S","","","","","","","","","","","","","","","","","","","",""
"GEOLOGY & GEOPHYSICS","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"420
GEOLOGY","","","","","","","","","","","","","","","","","","","",""
"GEOLOGY
420","Dept. Total","2140","3.098","18.8","26.5","26.1","8.4","7.9","2.2","1.4","7.6","0.1","0.0","",".","0.5","0.0","0.2","0.1","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"420
GEOLOGY","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","282","2.827","7.1","27.7","31.9","12.1","11.7","5.3","3.5",".",".",".","",".",".","0.4","0.4",".","."
"Sophomore","","495","3.032","12.9","31.1","32.1","9.1","9.5","2.8","1.8","0.4",".",".","",".",".",".","0.2",".","."
"Junior","","439","3.126","21.2","27.8","26.9","10.7","8.9","1.8","0.7","1.6","0.5",".","",".",".",".",".",".","."
"Senior","","702","3.177","22.8","27.6","25.5","7.3","7.0","1.6","1.1","6.4","0.1","0.1","",".",".",".","0.3","0.1","."
"Undergraduates","","1918","3.066","17.6","28.6","28.5","9.2","8.8","2.5","1.6","2.8","0.2","0.1","",".",".","0.1","0.2","0.1","."
"Special","","17","3.225","23.5","29.4","5.9",".","5.9",".",".","23.5",".",".","",".",".",".",".","11.8","."
"Graduate","","204","3.749","30.4","6.9","4.9","1.0",".",".",".","51.5",".",".","",".","5.4",".",".",".","."
"Prof Yr 3","","1","3.000",".",".","100.0",".",".",".",".",".",".",".","",".",".",".",".",".","."
"Professionals","","1","3.000",".",".","100.0",".",".",".",".",".",".",".","",".",".",".",".",".","."
"","Dept. Total","2140","3.098","18.8","26.5","26.1","8.4","7.9","2.2","1.4","7.6","0.1","0.0","",".","0.5","0.0","0.2","0.1","."
