"LAW","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"528
LAW","","","","","","","","","","","","","","","","","","",""
"Constitutional Law I","Course Total","152","1.677","17.8","4.6","19.7",".","3.9","1.3",".","6.6",".",".",".",".",".",".",".","0.7"
"Trusts and Estates","733
001","111","3.247","31.5","8.1","15.3","0.9","0.9","7.2","1.8","34.2",".",".",".",".",".",".",".","."
"Secured Transactions","736
001","41","3.618","48.8","4.9","29.3",".",".",".",".","17.1",".",".",".",".",".",".",".","."
"","740
001","27","3.648","48.1","33.3","18.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"","740
002","69","3.604","34.8","26.1","14.5",".",".","1.4",".","23.2",".",".",".",".",".",".",".","."
"Constitutional Law II","Course Total","96","3.619","38.5","28.1","15.6",".",".","1.0",".","16.7",".",".",".",".",".",".",".","."
"Bus Orgnztions II:Publ Corp","741
001","56","3.679","57.1","21.4","21.4",".",".",".",".",".",".",".",".",".",".",".",".","."
"","743
001","18","0.611","11.1",".","5.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"","743
002","16","3.813","68.8","25.0","6.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Negotiations","Course Total","34","2.118","38.2","11.8","5.9",".",".",".",".",".",".",".",".",".",".",".",".","."
"Administrative Law","744
001","42","3.389","23.8","31.0","26.2","2.4",".","2.4",".","14.3",".",".",".",".",".",".",".","."
"Legislation","746
001","74","3.568","44.6","32.4","21.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"Protective Labor Legislatn","747
001","13","3.885","84.6","7.7","7.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"Trademarks","749
001","22","3.474","40.9","9.1","27.3","9.1",".",".",".","13.6",".",".",".",".",".",".",".","."
"Patent Law","751
001","34","3.667","47.1","14.7","14.7","2.9",".",".",".","20.6",".",".",".",".",".",".",".","."
"Equal Employment Law","765
001","27","3.529","40.7","7.4","11.1",".",".",".",".","33.3",".",".",".",".","3.7",".",".","."
"","801
001","72","3.563","43.1","23.6","19.4","1.4",".",".",".","11.1",".",".",".",".",".",".",".","."
"","801
002","24","3.559","37.5","12.5","12.5","8.3",".",".",".","29.2",".",".",".",".",".",".",".","."
"Evidence","Course Total","96","3.562","41.7","20.8","17.7","3.1",".",".",".","15.6",".",".",".",".",".",".",".","."
"","802
001","66","1.424","12.1",".","24.2",".","10.6",".",".",".",".",".",".",".",".",".",".","."
"","802
002","45","3.414","28.9","13.3","15.6",".",".","6.7",".","35.6",".",".",".",".",".",".",".","."
"","802
003","44","3.355","25.0","15.9","22.7","2.3",".","4.5",".","29.5",".",".",".",".",".",".",".","."
"Civil Procedure II","Course Total","155","2.357","20.6","8.4","21.3","0.6","4.5","3.2",".","18.7",".",".",".",".",".",".",".","."
"","808
001","14","3.500","50.0","21.4",".",".",".",".",".","21.4",".",".",".",".",".",".",".","."
"","808
002","10","3.000","50.0","20.0",".",".",".",".",".","10.0",".",".",".",".",".",".",".","."
"","808
003","13","3.577","30.8","53.8","15.4",".",".",".",".",".",".",".",".",".",".",".",".","."
"","808
004","6","0.667","16.7",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","808
005","7","3.714","57.1","28.6","14.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Advanced Legal Writing","Course Total","50","3.087","42.0","28.0","6.0",".",".",".",".","8.0",".",".",".",".",".",".",".","."
"","815
001","30","3.967","96.7",".","3.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","815
002","18","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","815
003","13","4.000","84.6",".",".",".",".",".",".","15.4",".",".",".",".",".",".",".","."
"","815
004","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Appellate Advocacy II","Course Total","69","3.978","69.6",".","1.4",".",".",".",".","29.0",".",".",".",".",".",".",".","."
"Business Organizations I","817
001","92","3.486","33.7","13.0","26.1","1.1",".",".",".","25.0",".",".",".",".",".",".",".","."
"Bankruptcy Law","821
001","44","3.600","47.7","13.6","15.9",".",".",".",".","20.5",".",".",".",".",".",".",".","."
"Family Law I","822
001","48","3.511","33.3","29.2","27.1","2.1",".",".",".","8.3",".",".",".",".",".",".",".","."
"Family Law II","823
001","20","3.775","70.0","15.0","15.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Federal Jurisdiction","824
001","24","3.479","50.0","20.8","25.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Insurance Law","825
001","38","3.404","21.1","13.2","34.2",".",".",".",".","31.6",".",".",".",".",".",".",".","."
"International Transactions","828
001","35","3.250","25.7","25.7","22.9","14.3",".",".",".","8.6",".",".",".",".",".",".",".","."
"Taxation II","840
001","41","3.306","36.6","7.3","19.5","4.9","2.4","2.4",".","24.4",".",".",".",".",".",".",".","."
