"L&S","","","","","","","","","","","","","","","","","","","",""
"AFRICAN LANGUAGES & LITERA Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","",""
"104
AFRICAN","","","","","","","","","","","","","","","","","","","",""
"AFRICAN
Dept. Total
104","454","3.226","34.6","18.9","17.2","11.5","9.5","4.6","0.4","2.9","0.2",".","",".","",".","0.2",".",".","."
"Summary by Level","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","",""
"104
AFRICAN","","","","","","","","","","","","","","","","","","","",""
"Freshmen","76","2.810","11.8","19.7","22.4","22.4","15.8","6.6","1.3",".",".",".","",".","",".",".",".",".","."
"Sophomore","110","3.164","27.3","20.9","22.7","12.7","10.9","4.5",".",".",".",".","",".","",".","0.9",".",".","."
"Junior","91","3.180","29.7","22.0","19.8","13.2","9.9","4.4","1.1",".",".",".","",".","",".",".",".",".","."
"Senior","112","3.337","47.3","14.3","12.5","7.1","8.0","6.3",".","4.5",".",".","",".","",".",".",".",".","."
"Undergraduates","389","3.151","30.6","19.0","19.0","13.1","10.8","5.4","0.5","1.3",".",".","",".","",".","0.3",".",".","."
"Special","1","",".",".",".",".",".",".",".",".","100.0",".","",".","",".",".",".",".","."
"Graduate","62","3.788","61.3","19.4","4.8","1.6",".",".",".","12.9",".",".","",".","",".",".",".",".","."
"Prof Yr 3","2","2.429",".",".","50.0",".","50.0",".",".",".",".",".","",".","",".",".",".",".","."
"Professionals","2","2.429",".",".","50.0",".","50.0",".",".",".",".",".","",".","",".",".",".",".","."
"Dept. Total","454","3.226","34.6","18.9","17.2","11.5","9.5","4.6","0.4","2.9","0.2",".","",".","",".","0.2",".",".","."
