"","999
062","1","***","","","","","","","","","","",".",".","",".","",".",".",".","."
"","999
088","1","***","","","","","","","","","","",".",".","",".","",".",".",".","."
"","999
123","2","***","","","","","","","","","","",".",".","",".","",".",".",".","."
"Read&Rsch-Mgmt&H Resrcs PhD","Course Total","4","***","","","","","","","","","","","","","","","","","","",""
"M H R
236","Dept. Total","1212","3.414","46.2","16.9","23.7","2.6","4.2","2.2","1.4","2.6","",".",".","",".","",".","0.1",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"236
M H R","","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","3","2.333","33.3",".","33.3",".",".",".","33.3",".","",".",".","",".","",".",".",".",".","."
"Junior","","358","3.150","29.9","14.0","39.1","4.2","7.0","3.9","1.7","0.3","",".",".","",".","",".",".",".",".","."
"Senior","","481","3.365","43.2","19.3","22.9","2.9","4.8","2.7","1.9","2.3","",".",".","",".","",".",".",".",".","."
"Undergraduates","","842","3.269","37.5","17.0","29.8","3.4","5.7","3.2","1.9","1.4","",".",".","",".","",".",".",".",".","."
"Special","","20","3.474","35.0","25.0","30.0","5.0",".",".",".","5.0","",".",".","",".","",".",".",".",".","."
"Graduate","","341","3.786","68.3","15.8","8.2","0.6","0.9",".","0.3","5.6","",".",".","",".","",".","0.3",".",".","."
"Prof Yr 2","","1","4.000","100.0",".",".",".",".",".",".",".","",".",".","",".","",".",".",".",".","."
"Prof Yr 3","","8","3.543","37.5","37.5","25.0",".",".",".",".",".","",".",".","",".","",".",".",".",".","."
"Professionals","","9","3.596","44.4","33.3","22.2",".",".",".",".",".","",".",".","",".","",".",".",".",".","."
"","Dept. Total","1212","3.414","46.2","16.9","23.7","2.6","4.2","2.2","1.4","2.6","",".",".","",".","",".","0.1",".",".","."
