"HISTORY","Section","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","","Grades","GPA","","","","","","","","","","","","","","","",""
"448
HISTORY","","","","","","","","","","","","","","","","","","","",""
"Amer Hist-Civil War-Present","102","001","352","3.297","20.5","34.9","33.5","6.3","2.6","0.6","0.6","0.3","0.6",".",".",".",".",".","0.3","."
"Medieval Europe 410-1500","115","001","71","3.114","1.4","38.0","42.3","15.5","1.4",".",".",".",".",".",".",".",".","1.4",".","."
"Modern Europe 1500-1815","119","001","72","2.970","13.9","9.7","40.3","12.5","8.3",".","2.8","11.1",".",".",".",".",".","1.4",".","."
"Europe&Mod World 1815-On","120","001","202","2.802","5.4","16.8","41.1","17.8","10.9","6.4","0.5","1.0",".",".",".",".",".",".",".","."
"","200","001","11","3.636","45.5","36.4","18.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"","200","002","12","2.955",".","16.7","58.3","8.3","8.3",".",".",".",".",".",".",".",".",".","8.3","."
"","200","003","9","3.222","33.3","22.2","22.2",".","22.2",".",".",".",".",".",".",".",".",".",".","."
"Historical Studies","","Course Total","32","3.274","25.0","25.0","34.4","3.1","9.4",".",".",".",".",".",".",".",".",".","3.1","."
"Westrn Relig&Intellect Hist","208","001","36","3.172","8.3","19.4","55.6","5.6",".",".",".","11.1",".",".",".",".",".",".",".","."
"","221","001","31","3.242","35.5","19.4","19.4","16.1","6.5","3.2",".",".",".",".",".",".",".",".",".","."
"","221","002","58","3.224","29.3","34.5","19.0","3.4","8.6","1.7","3.4",".",".",".",".",".",".",".",".","."
"Explorations in Amer Hist (H)","","Course Total","89","3.230","31.5","29.2","19.1","7.9","7.9","2.2","2.2",".",".",".",".",".",".",".",".","."
"Exploration-European Hist (H)","223","001","43","3.038","11.6","14.0","46.5","11.6","9.3",".",".","2.3","2.3",".",".",".","2.3",".",".","."
"Exploration-3rd World Hist (H)","225","001","13","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"SE Asia:Vietnam to Philipns","244","001","37","3.250","18.9","27.0","37.8","10.8","2.7",".",".","2.7",".",".",".",".",".",".",".","."
"Chicana and Latina History","245","001","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Eastern Europe:Interdis Survey","254","001","39","3.539","56.4","17.9","12.8","5.1","2.6",".","2.6",".",".",".",".",".",".",".","2.6","."
"Latin America-Introduction","260","001","68","3.373","30.9","32.4","26.5","2.9","2.9","2.9",".","1.5",".",".",".",".",".",".",".","."
"Cen Asia: Silk Route-Afghan","265","001","96","3.588","43.8","34.4","11.5","2.1","2.1","1.0",".","5.2",".",".",".",".",".",".",".","."
"Topics in LGBT History","275","001","25","3.313","44.0","8.0","32.0","4.0","4.0",".","4.0",".",".",".",".",".","4.0",".",".","."
"Africa: Introductory Survey","277","001","70","3.538","37.1","41.4","10.0","2.9","1.4",".","1.4","5.7",".",".",".",".",".",".",".","."
"A History of Rome","307","001","163","3.508","38.7","32.5","10.4","8.0","2.5","0.6",".","7.4",".",".",".",".",".",".",".","."
"Amer Constutnl & Legal Dev","331","001","48","3.223","27.1","20.8","35.4","8.3","6.3","2.1",".",".",".",".",".",".",".",".",".","."
"Islam Reform&Rev-Cntrl Asia","332","001","36","3.399","33.3","36.1","25.0","2.8",".",".","2.8",".",".",".",".",".",".",".",".","."
"The Renaissance","333","001","71","3.441","40.8","29.6","9.9","5.6","7.0",".","1.4","5.6",".",".",".",".",".",".",".","."
"The Reformation","334","001","24","3.583","29.2","37.5","16.7",".",".",".",".","16.7",".",".",".",".",".",".",".","."
"Hist-Modern China,1800-1949","341","001","68","3.223","8.8","47.1","29.4","1.5","5.9",".","1.5",".",".",".",".",".",".",".","5.9","."
"Intro:History-Caribbean Soc","347","001","35","3.000","31.4","8.6","22.9","14.3","20.0",".","2.9",".",".",".",".",".",".",".",".","."
"Seventeenth-Century Europe","351","001","73","3.322","12.3","45.2","35.6","5.5",".",".",".","1.4",".",".",".",".",".",".",".","."
"The Anglo-Saxons","360","001","8","3.286","12.5","37.5","25.0","12.5",".",".",".",".",".",".",".",".",".",".","12.5","."
"Women in History","392","001","28","3.262","25.0","35.7","10.7","25.0","3.6",".",".",".",".",".",".",".",".",".",".","."
"Science in America","394","001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"United States 1914-1945","397","001","142","3.344","24.6","34.5","23.2","7.7","3.5",".","0.7","5.6",".",".",".",".",".",".",".","."
"The US Since 1945","398","001","138","3.604","44.9","37.7","5.1","4.3","0.7",".","1.4","5.8",".",".",".",".",".",".",".","."
"Immigratn&Assimlatn-Am Hist","403","001","67","3.267","28.4","26.9","23.9","9.0","3.0",".","3.0","6.0",".",".",".",".",".",".",".","."
"Hist-Germany, 1871-Present","410","001","68","3.279","27.9","23.5","35.3","8.8","2.9",".","1.5",".",".",".",".",".",".",".",".","."
"History-American Education","412","001","78","3.480","35.9","29.5","25.6","5.1","1.3",".",".",".",".",".",".",".","2.6",".",".","."
"The History of Punishment","426","001","53","2.931","7.5","17.0","37.7","30.2","1.9",".","1.9","3.8",".",".",".",".",".",".",".","."
"Amer Foreign Rel-1901 on","434","001","237","3.351","24.5","35.0","29.1","5.1","1.7","1.3","0.4","1.7",".",".",".",".","0.4","0.8",".","."
"Buddhism&Soc-SE Asian Hist","438","001","39","3.041","15.4","10.3","51.3","12.8","2.6",".","2.6","5.1",".",".",".",".",".",".",".","."
"Islamic Hist:Orig-Ottoman Empr","439","001","104","3.279","41.3","10.6","28.8","3.8","11.5",".","1.9","1.0",".",".",".",".",".",".","1.0","."
"February 17, 2011","","","","","","","","","","","","","","","","","","","Page 224 of 401",""
