"Research","Course Total","39","",".",".",".",".",".",".",".","100.0",".",".",".","",".","",".",".",".","."
"","999
011","1","***","","","","","","","","","",".",".",".","",".","",".",".","."
"","999
025","1","***","","","","","","","","","",".",".",".","",".","",".",".","."
"Advanced Independent Study","Course Total","2","***","","","","","","","","","","","","","","","","","",""
"ATM OCN
640","Dept. Total","1096","3.200","29.9","16.4","22.6","10.3","6.2","2.8","0.7","4.7","0.1","5.8",".","",".","",".","0.2","0.1","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"640
ATM OCN","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","197","3.055","20.8","18.3","29.4","20.3","7.1","3.0","0.5",".",".",".",".","",".","",".","0.5",".","."
"Sophomore","","325","3.266","35.1","19.1","26.5","10.8","4.9","3.1","0.6",".",".",".",".","",".","",".",".",".","."
"Junior","","153","3.082","26.8","19.0","26.1","9.2","13.1","3.3","1.3","0.7",".",".",".","",".","",".","0.7",".","."
"Senior","","218","3.118","35.3","14.2","22.5","10.1","8.3","4.1","1.4","1.4","0.5","2.3",".","",".","",".",".",".","."
"Undergraduates","","893","3.154","30.6","17.7","26.1","12.4","7.6","3.4","0.9","0.4","0.1","0.6",".","",".","",".","0.2",".","."
"Special","","7","3.167","42.9",".","28.6",".",".","14.3",".","14.3",".",".",".","",".","",".",".",".","."
"Graduate","","196","3.684","26.5","11.2","6.6","1.0",".",".",".","24.0",".","30.1",".","",".","",".",".","0.5","."
"","Dept. Total","1096","3.200","29.9","16.4","22.6","10.3","6.2","2.8","0.7","4.7","0.1","5.8",".","",".","",".","0.2","0.1","."
