"SPANISH (SPANISH AND PORTU Section","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"912
SPANISH","","","","","","","","","","","","","","","","","","",""
"","204
001","19","3.184","15.8","15.8","57.9","10.5",".",".",".",".",".",".",".",".",".",".",".","."
"","204
002","22","2.682","9.1",".","54.5",".","31.8","4.5",".",".",".",".",".",".",".",".",".","."
"","204
003","22","3.167","18.2","13.6","45.5","18.2",".",".",".","4.5",".",".",".",".",".",".",".","."
"","204
004","24","3.313","16.7","41.7","33.3","4.2","4.2",".",".",".",".",".",".",".",".",".",".","."
"","204
005","22","3.167","18.2","31.8","31.8",".","9.1","4.5",".","4.5",".",".",".",".",".",".",".","."
"","204
006","22","2.977","13.6","9.1","50.0","13.6","13.6",".",".",".",".",".",".",".",".",".",".","."
"","204
007","24","3.063","20.8","16.7","45.8","4.2","8.3",".","4.2",".",".",".",".",".",".",".",".","."
"","204
008","23","2.932","13.0","13.0","43.5","8.7","13.0","4.3",".","4.3",".",".",".",".",".",".",".","."
"","204
009","21","3.100","19.0","28.6","28.6","9.5","4.8",".","4.8","4.8",".",".",".",".",".",".",".","."
"","204
010","22","3.214","13.6","40.9","22.7","9.1","9.1",".",".","4.5",".",".",".",".",".",".",".","."
"","204
011","21","3.119","33.3","28.6","9.5","4.8","14.3","9.5",".",".",".",".",".",".",".",".",".","."
"","204
012","22","3.205","9.1","27.3","59.1","4.5",".",".",".",".",".",".",".",".",".",".",".","."
"","013
204","22","3.068","18.2","18.2","40.9","4.5","18.2",".",".",".",".",".",".",".",".",".",".","."
"","204
014","20","3.225","30.0","15.0","35.0","10.0","10.0",".",".",".",".",".",".",".",".",".",".","."
"","204
015","22","3.568","50.0","27.3","9.1","13.6",".",".",".",".",".",".",".",".",".",".",".","."
"","204
016","19","3.053","42.1","5.3","26.3","5.3","5.3","15.8",".",".",".",".",".",".",".",".",".","."
"","204
017","20","3.275","25.0","25.0","40.0",".","10.0",".",".",".",".",".",".",".",".",".",".","."
"Fourth Semester Spanish","Course Total","367","3.135","21.3","21.3","37.3","7.1","9.0","2.2","0.5","1.4",".",".",".",".",".",".",".","."
"","223
001","184","3.571","56.0","16.8","17.4","4.9","2.7","0.5","0.5","1.1",".",".",".",".",".",".",".","."
"","223
002","24","3.354","41.7","20.8","29.2",".","4.2",".","4.2",".",".",".",".",".",".",".",".","."
"Intro to Hispanic Cultures","Course Total","208","3.546","54.3","17.3","18.8","4.3","2.9","0.5","1.0","1.0",".",".",".",".",".",".",".","."
"","224
001","21","3.286","33.3","14.3","38.1","4.8","9.5",".",".",".",".",".",".",".",".",".",".","."
"","224
002","24","3.458","33.3","33.3","25.0","8.3",".",".",".",".",".",".",".",".",".",".",".","."
"","224
003","28","3.339","32.1","21.4","35.7","3.6","7.1",".",".",".",".",".",".",".",".",".",".","."
"","224
004","24","3.708","54.2","33.3","12.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"","224
005","24","3.792","70.8","25.0",".",".","4.2",".",".",".",".",".",".",".",".",".",".","."
"","224
006","26","3.135","42.3","11.5","11.5","7.7","23.1","3.8",".",".",".",".",".",".",".",".",".","."
"","224
007","25","3.660","64.0","28.0","4.0",".",".",".","4.0",".",".",".",".",".",".",".",".","."
"","224
008","14","3.821","64.3","35.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Intro-Hispanic Literatures","Course Total","186","3.505","48.4","24.7","16.7","3.2","5.9","0.5","0.5",".",".",".",".",".",".",".",".","."
"","226
001","18","3.382","33.3","22.2","27.8","5.6","5.6",".",".","5.6",".",".",".",".",".",".",".","."
"","226
002","18","3.444","44.4","16.7","27.8","5.6","5.6",".",".",".",".",".",".",".",".",".",".","."
"","226
003","19","3.447","36.8","31.6","21.1","5.3","5.3",".",".",".",".",".",".",".",".",".",".","."
"","226
004","20","3.579","40.0","30.0","25.0",".",".",".",".",".",".",".",".",".",".",".",".","5.0"
"","226
005","20","3.800","70.0","20.0","10.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","226
006","20","3.125","15.0","30.0","40.0","5.0","5.0","5.0",".",".",".",".",".",".",".",".",".","."
"","226
007","20","3.850","75.0","20.0","5.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","226
008","19","3.056","5.3","15.8","63.2","5.3","5.3",".",".",".","5.3",".",".",".",".",".",".","."
"","226
009","20","3.600","35.0","50.0","15.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","226
010","19","2.778","5.3","10.5","47.4","10.5","15.8","5.3",".","5.3",".",".",".",".",".",".",".","."
"","226
011","19","3.079","15.8","31.6","21.1","15.8","15.8",".",".",".",".",".",".",".",".",".",".","."
"","226
012","19","3.605","47.4","26.3","26.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","226
013","18","3.500","33.3","27.8","33.3",".",".",".",".","5.6",".",".",".",".",".",".",".","."
"","226
014","20","3.375","30.0","25.0","40.0",".","5.0",".",".",".",".",".",".",".",".",".",".","."
"","226
015","18","3.281","16.7","27.8","33.3","11.1",".",".",".","11.1",".",".",".",".",".",".",".","."
