"ELECTRICAL AND COMPUTER E Section","","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"320
E C E","","","","","","","","","","","","","","","","","","","",""
"Cooperative Education Prog","1
001","","22","4.000","95.5",".",".",".",".",".",".","4.5",".",".",".",".",".",".",".","."
"","170
001","","11","3.864","81.8","9.1","9.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"","170
003","","11","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","170
004","","12","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","170
005","","7","4.000","85.7",".",".",".",".",".",".","14.3",".",".",".",".",".",".",".","."
"","170
006","","11","3.909","81.8","18.2",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Introductory Laboratory","Course Total","","52","3.951","90.4","5.8","1.9",".",".",".",".","1.9",".",".",".",".",".",".",".","."
"Electrodynamics I","220
001","","81","3.599","56.8","18.5","21.0",".","2.5",".","1.2",".",".",".",".",".",".",".",".","."
"Circuit Analysis","230
001","","107","2.935","15.9","15.9","27.1","25.2","14.0","1.9",".",".",".",".",".",".",".",".",".","."
"","270
001","","12","3.708","50.0","41.7","8.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","270
002","","12","3.542","33.3","41.7","25.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","270
003","","10","3.900","80.0","20.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","270
005","","10","4.000","90.0",".",".",".",".",".",".",".",".",".",".",".",".","10.0",".","."
"","270
006","","11","3.864","81.8","9.1","9.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"Circuits Laboratory I","Course Total","","55","3.787","65.5","23.6","9.1",".",".",".",".",".",".",".",".",".",".","1.8",".","."
"","271
001","","16","3.844","81.3","6.3","12.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"","271
003","","16","3.844","68.8","31.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","271
004","","8","3.875","75.0","25.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","271
005","","11","3.909","81.8","18.2",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Circuits Laboratory II","Course Total","","51","3.863","76.5","19.6","3.9",".",".",".",".",".",".",".",".",".",".",".",".","."
"Trans Lines & Netwks Lab","301
001","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Electric Machines Lab","304
001","","16","3.531","37.5","31.3","31.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","305
001","","8","3.750","50.0","50.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","305
002","","12","3.958","91.7","8.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Semiconductr Properties Lab","Course Total","","20","3.875","75.0","25.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Linear Active Circuits Lab","306
001","","11","3.773","72.7","18.2",".","9.1",".",".",".",".",".",".",".",".",".",".",".","."
"Nonlinear Elec Circuits Lab","308
001","","11","3.682","72.7","9.1","9.1",".","9.1",".",".",".",".",".",".",".",".",".",".","."
"","313
001","","9","3.722","55.6","33.3","11.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"","313
002","","9","3.778","88.9",".",".",".","11.1",".",".",".",".",".",".",".",".",".",".","."
"","313
003","","7","3.857","71.4","28.6",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","313
004","","10","3.500","70.0","20.0",".",".",".",".","10.0",".",".",".",".",".",".",".",".","."
"Optoelectronics Lab","Course Total","","35","3.700","71.4","20.0","2.9",".","2.9",".","2.9",".",".",".",".",".",".",".",".","."
"","315
001","","14","3.750","57.1","35.7","7.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"","315
002","","12","3.583","50.0","16.7","33.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","315
003","","7","3.500","28.6","42.9","28.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"Intro Microprocessor Lab","Course Total","","33","3.636","48.5","30.3","21.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"Sensors Laboratory","317
001","","12","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Electrodynamics II","320
001","","34","3.015","29.4","20.6","8.8","23.5","11.8","2.9","2.9",".",".",".",".",".",".",".",".","."
"Transmission Lines-Digitl Appl","321
001","","18","3.250","22.2","27.8","33.3","11.1","5.6",".",".",".",".",".",".",".",".",".",".","."
"Signals and Systems","330
001","","41","2.573","24.4","7.3","22.0","4.9","19.5","17.1","4.9",".",".",".",".",".",".",".",".","."
"Intro-Random Sig Anal&Stats","331
001","","29","2.552","3.4","6.9","37.9","20.7","20.7","10.3",".",".",".",".",".",".",".",".",".","."
"Feedback Control Systems","332
001","","32","2.688","21.9",".","31.3",".","40.6","6.3",".",".",".",".",".",".",".",".",".","."
"State Space System Analysis","334
001","","25","2.960","24.0","12.0","24.0","20.0","16.0","4.0",".",".",".",".",".",".",".",".",".","."
