"","875
001","","3","***","","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"","875
002","","3","***","","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"","875
003","","1","***","","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Special Topics","Course Total","","7","3.656","57.1","28.6","14.3","",".","",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"INTER-AG
494","Dept. Total","","32","3.769","68.8","25.0","3.1","",".","",".","",".","",".","3.1","",".",".","",".","",".","",".",".",".","."
"Summary by Level","","#","","Ave","A","AB","B","BC","","C","","D","","F","","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","","","",""
"494
INTER-AG","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","","2","3.750","50.0","50.0",".","",".","",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Sophomore","","","8","4.000","100.0",".",".","",".","",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Junior","","","9","3.833","66.7","22.2",".","",".","",".","",".","",".","11.1","",".",".","",".","",".","",".",".",".","."
"Senior","","","6","3.719","50.0","50.0",".","",".","",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","","25","3.816","72.0","24.0",".","",".","",".","",".","",".","4.0","",".",".","",".","",".","",".",".",".","."
"Graduate","","","7","3.656","57.1","28.6","14.3","",".","",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","","32","3.769","68.8","25.0","3.1","",".","",".","",".","",".","3.1","",".",".","",".","",".","",".",".",".","."
