"Independent Reading","Course Total","2","***","","","","","","","","","","","","","","","","","",""
"","990
022","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","990
032","3","***","","","","","","","","","","",".",".","",".",".",".",".","."
"Thesis","Course Total","4","***","","","","","","","","","","","","","","","","","",""
"PORTUG
782","Dept. Total","167","3.383","45.5","18.6","13.2","4.2","9.0","1.2","1.2","4.2","",".",".","",".","0.6","1.2","1.2",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"782
PORTUG","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","12","3.457","33.3","41.7","16.7",".","8.3",".",".",".","",".",".","",".",".",".",".",".","."
"Sophomore","","39","3.129","41.0","12.8","20.5","2.6","17.9",".","5.1",".","",".",".","",".",".",".",".",".","."
"Junior","","33","3.122","39.4","12.1","15.2","12.1","15.2","6.1",".",".","",".",".","",".",".",".",".",".","."
"Senior","","43","3.562","48.8","20.9","11.6","4.7","4.7",".",".","4.7","",".",".","",".",".",".","4.7",".","."
"Undergraduates","","127","3.292","42.5","18.1","15.7","5.5","11.8","1.6","1.6","1.6","",".",".","",".",".",".","1.6",".","."
"Special","","4","3.318",".","50.0","25.0",".",".",".",".",".","",".",".","",".","25.0",".",".",".","."
"Graduate","","35","3.846","62.9","17.1","2.9",".",".",".",".","11.4","",".",".","",".",".","5.7",".",".","."
"Prof Yr 1","","1","",".",".",".",".",".",".",".","100.0","",".",".","",".",".",".",".",".","."
"Professionals","","1","",".",".",".",".",".",".",".","100.0","",".",".","",".",".",".",".",".","."
"","Dept. Total","167","3.383","45.5","18.6","13.2","4.2","9.0","1.2","1.2","4.2","",".",".","",".","0.6","1.2","1.2",".","."
