"Thesis","Course Total","6","",".",".",".",".",".",".",".","83.3","",".",".",".","",".","16.7",".",".","."
"","999
010","1","***","","","","","","","","","","",".",".",".","",".",".",".","."
"","999
016","1","***","","","","","","","","","","",".",".",".","",".",".",".","."
"Independent Reading","Course Total","2","***","","","","","","","","","","","","","","","","","",""
"LINGUIS
550","Dept. Total","477","3.294","40.7","22.2","17.0","5.2","6.7","3.6","2.1","1.9","",".",".",".","",".","0.4",".",".","0.2"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"550
LINGUIS","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","84","3.065","26.2","19.0","27.4","10.7","10.7","4.8","1.2",".","",".",".",".","",".",".",".",".","."
"Sophomore","","155","3.244","42.6","18.1","18.1","5.8","8.4","5.8","1.3",".","",".",".",".","",".",".",".",".","."
"Junior","","99","3.430","45.5","26.3","17.2","3.0","3.0","1.0","3.0",".","",".",".",".","",".","1.0",".",".","."
"Senior","","114","3.320","40.4","30.7","11.4","3.5","6.1","2.6","3.5","0.9","",".",".",".","",".",".",".",".","0.9"
"Undergraduates","","452","3.270","39.6","23.2","17.9","5.5","7.1","3.8","2.2","0.2","",".",".",".","",".","0.2",".",".","0.2"
"Special","","2","",".",".",".",".",".",".",".","100.0","",".",".",".","",".",".",".",".","."
"Graduate","","23","3.969","65.2","4.3",".",".",".",".",".","26.1","",".",".",".","",".","4.3",".",".","."
"","Dept. Total","477","3.294","40.7","22.2","17.0","5.2","6.7","3.6","2.1","1.9","",".",".",".","",".","0.4",".",".","0.2"
