"","775
002","16","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","775
003","7","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","775
004","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Externship","Course Total","49","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"MED SC-V
623","Dept. Total","1098","3.530","27.9","3.9","6.1","0.5","0.5","0.3",".","60.3",".",".",".",".","0.5",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"623
MED SC-V","","","","","","","","","","","","","","","","","","",""
"Freshmen","","1","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Sophomore","","6","3.818","83.3",".","16.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"Junior","","2","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Senior","","2","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Undergraduates","","11","3.895","90.9",".","9.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"Special","","10","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"Graduate","","1","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Prof Yr 1","","263","3.511","13.3","12.9","8.4","1.1",".","0.4",".","62.7",".",".",".",".","1.1",".",".","."
"Prof Yr 2","","85","4.000","3.5",".",".",".",".",".",".","94.1",".",".",".",".","2.4",".",".","."
"Prof Yr 3","","320","3.239","28.4","2.5","13.4","0.9","1.9","0.6",".","52.2",".",".",".",".",".",".",".","."
"Prof Yr 4","","408","3.974","40.7","0.2","0.2",".",".",".",".","58.8",".",".",".",".",".",".",".","."
"Professionals","","1076","3.522","27.4","4.0","6.1","0.6","0.6","0.3",".","60.6",".",".",".",".","0.5",".",".","."
"","Dept. Total","1098","3.530","27.9","3.9","6.1","0.5","0.5","0.3",".","60.3",".",".",".",".","0.5",".",".","."
