"HISTORY","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"448
HISTORY","","","","","","","","","","","","","","","","","","","",""
"691
Senior Thesis","045","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"692
Senior Thesis","057","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"696
Sr Thesis in Asian Studies","024","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","003","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","005","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","007","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","013","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","016","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","028","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","029","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","032","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","035","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","039","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","040","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","046","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","054","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","058","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","060","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","085","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Directed Study","Course Total","","19","3.856","73.7","21.1","5.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"703
History and Theory","001","","9","3.778","66.7","22.2","11.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"804","001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"804","002","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Interdis W Europ Studies Sm","Course Total","","3","***","","","","","","","","","","","","","","","",""
"829
Resrch Smr-Latin Amer Hist","001","","14","3.929","42.9","7.1",".",".",".",".",".","7.1",".",".",".","42.9",".",".",".","."
"866
Smr-Soc Hist Modern Europe","001","","16","3.750","43.8","43.8",".",".",".",".",".","6.3",".",".",".",".","6.3",".",".","."
"867
Smr:European Soc&Intel Hist","001","","16","3.969","93.8","6.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"901
Studies in American History","002","","11","3.909","90.9",".","9.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"902
Rsch Smr: American History","001","","11","3.953","90.9","9.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"940
Smr-Amer History 1900-1945","001","","13","3.864","61.5","23.1",".",".",".",".",".","15.4",".",".",".",".",".",".",".","."
"941
Indians and Empires","001","","10","3.833","60.0","30.0",".",".",".",".",".","10.0",".",".",".",".",".",".",".","."
"952
Sem in Comparative History","001","","10","3.650","30.0","70.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"968
Rsch Stratgies-African Am Hist","001","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"982
Smr-Latin American Area","001","","8","3.688","50.0","37.5","12.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"990","001","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"990","002","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","003","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","004","","6","",".",".",".",".",".",".",".","83.3","16.7",".",".",".",".",".",".","."
"990","005","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"990","008","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","009","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"990","010","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","011","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"990","012","","13","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"February 17, 2011","","","","","","","","","","","","","","","","","","","Page 226 of 401",""
