"","990
024","1","***","","","","","","","","","","",".",".",".",".",".",".","."
"","990
032","1","***","","","","","","","","","","",".",".",".",".",".",".","."
"","990
034","1","***","","","","","","","","","","",".",".",".",".",".",".","."
"Research or Thesis","Course Total","16","",".",".",".",".",".",".",".","81.3","",".",".",".","12.5","6.3",".",".","."
"KINES
742","Dept. Total","703","3.610","51.4","24.2","12.4","4.0","2.0","0.7","0.6","2.1","",".","2.0",".","0.3","0.1",".",".","0.3"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"742
KINES","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","31","2.857","19.4","29.0","22.6","9.7","9.7","3.2","6.5",".","",".",".",".",".",".",".",".","."
"Sophomore","","62","3.275","37.1","19.4","27.4","4.8","6.5","1.6","3.2",".","",".",".",".",".",".",".",".","."
"Junior","","123","3.644","51.2","27.6","17.9","2.4","0.8",".",".",".","",".",".",".",".",".",".",".","."
"Senior","","417","3.659","58.8","25.9","7.9","4.3","1.4","0.7",".","0.5","",".",".",".",".",".",".",".","0.5"
"Undergraduates","","633","3.609","53.2","25.8","12.5","4.3","2.2","0.8","0.6","0.3","",".",".",".",".",".",".",".","0.3"
"Special","","11","3.613","36.4","45.5","18.2",".",".",".",".",".","",".",".",".",".",".",".",".","."
"Graduate","","59","3.633","33.9","3.4","10.2","1.7",".",".",".","22.0","",".","23.7",".","3.4","1.7",".",".","."
"","Dept. Total","703","3.610","51.4","24.2","12.4","4.0","2.0","0.7","0.6","2.1","",".","2.0",".","0.3","0.1",".",".","0.3"
