"MUSIC","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"660
MUSIC","","","","","","","","","","","","","","","","","","","",""
"Special Topics in Music","Course Total","","24","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"499","003","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"499","004","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"499","015","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"499","023","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"499","024","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"499","027","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"499","028","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"499","050","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Directed Study","Course Total","","17","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"509
Smr:Afro-Am Music Hist&Crit","001","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"530
Jazz Improvisation","001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"54","001","","60","3.900","90.0",".","10.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"54","002","","41","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"54","003","","70","4.000","98.6",".",".",".",".",".",".","1.4",".",".",".",".",".",".",".","."
"54","004","","33","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"54","005","","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"54","006","","31","3.871","96.8",".",".",".",".",".","3.2",".",".",".",".",".",".",".",".","."
"Choirs","Course Total","","242","3.959","96.7",".","2.5",".",".",".","0.4","0.4",".",".",".",".",".",".",".","."
"542
Choral Lit &Perf Prac-Today","001","","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"543
Advanced String Pedagogy","005","","7","3.643","57.1","14.3","28.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"545
Practcm-Adv String Pedagogy","001","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"553","001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"553","003","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Conducting","Course Total","","2","***","","","","","","","","","","","","","","","",""
"556
University Opera","001","","6","3.600","50.0","33.3","16.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"557
Opera Workshop","001","","11","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"558
Madrigal Singers","001","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"560
Prac Adv Studio Teach-Piano","001","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"565","001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"565","005","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Ensemble-Woodwind","Course Total","","5","***","","","","","","","","","","","","","","","",""
"567","001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"567","004","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"567","005","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Ensemble-Brass","Course Total","","5","***","","","","","","","","","","","","","","","",""
"568","001","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"568","002","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Adv Ensemble-Percussion","Course Total","","9","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"569","001","","9","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"569","007","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Ensemble-String","Course Total","","13","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"570
Univ Symphony Orchestra","001","","15","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
