"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","",""
"MUSIC","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"660
MUSIC","","","","","","","","","","","","","","","","","","",""
"571
Chamber Orchestra","001","12","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"572
Adv Ensmbl-Classical Guitar","001","4","***","","","","","","","","","",".",".",".",".",".",".","."
"574
Wind Ensemble","001","4","***","","","","","","","","","",".",".",".",".",".",".","."
"576","001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"576","002","1","***","","","","","","","","","",".",".",".",".",".",".","."
"576","003","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Concert Band","Course Total","3","***","","","","","","","","","","","","","","","",""
"577
Chorale","001","2","***","","","","","","","","","",".",".",".",".",".",".","."
"578
Concert Choir","001","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"579
Masters Singers","001","2","***","","","","","","","","","",".",".",".",".",".",".","."
"59
University Chorus","001","86","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"592
Organ Literature and Design","001","3","***","","","","","","","","","",".",".",".",".",".",".","."
"60","001","112","3.987","99.1",".",".","0.9",".",".",".",".",".",".",".",".",".",".",".","."
"60","002","105","3.962","97.1","1.9",".",".",".","1.0",".",".",".",".",".",".",".",".",".","."
"All-Univ String Orchestra","Course Total","217","3.975","98.2","0.9",".","0.5",".","0.5",".",".",".",".",".",".",".",".",".","."
"61
Chamber Orchestra","001","18","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"619
Music Resrch Mthds & Matls","001","5","***","","","","","","","","","",".",".",".",".",".",".","."
"62
Univ Symphony Orchestra","001","63","3.984","98.4",".","1.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"622
Baroque Counterpoint","001","12","3.958","91.7","8.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"623
Form and Analysis","001","11","3.818","63.6","36.4",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"716
Smr: Music Instrumnts-World","001","3","***","","","","","","","","","",".",".",".",".",".",".","."
"725
Music Theory Pedagogy","001","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"751
Seminar in Piano Pedagogy","001","3","***","","","","","","","","","",".",".",".",".",".",".","."
"752
Piano Pedagogy Workshop","001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"768
Adv Probs-Singing Diction","001","5","***","","","","","","","","","",".",".",".",".",".",".","."
"792
Seminar in Vocal Literature","001","17","3.912","82.4","17.6",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"798
Smr-Instrumental Literature","020","3","***","","","","","","","","","",".",".",".",".",".",".","."
"799","003","1","***","","","","","","","","","",".",".",".",".",".",".","."
"799","012","1","***","","","","","","","","","",".",".",".",".",".",".","."
"799","015","1","***","","","","","","","","","",".",".",".",".",".",".","."
"799","016","1","***","","","","","","","","","",".",".",".",".",".",".","."
"799","024","5","***","","","","","","","","","",".",".",".",".",".",".","."
"799","025","1","***","","","","","","","","","",".",".",".",".",".",".","."
"799","028","2","***","","","","","","","","","",".",".",".",".",".",".","."
"799","029","2","***","","","","","","","","","",".",".",".",".",".",".","."
"799","036","1","***","","","","","","","","","",".",".",".",".",".",".","."
"799","040","1","***","","","","","","","","","",".",".",".",".",".",".","."
"799","042","1","***","","","","","","","","","",".",".",".",".",".",".","."
"799","050","3","***","","","","","","","","","",".",".",".",".",".",".","."
"799","060","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Independent Work","Course Total","21","3.950","85.7","9.5",".",".",".",".",".",".",".",".",".",".","4.8",".",".","."
"822
Historical Music Theories 2","001","11","3.955","90.9","9.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
