"","990
070","1","***","","","","","","","","","","",".",".",".",".",".",".","."
"","990
071","1","***","","","","","","","","","","",".",".",".",".",".",".","."
"","990
075","1","***","","","","","","","","","","",".",".",".",".",".",".","."
"Research","Course Total","61","",".",".",".",".",".",".",".","90.2","",".",".",".","8.2",".",".","1.6","."
"ZOOLOGY
970","Dept. Total","3471","3.027","31.1","13.0","26.9","6.8","14.5","3.5","1.7","1.8","",".","0.1",".","0.1","0.1","0.2","0.1","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"970
ZOOLOGY","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","529","2.594","16.1","17.2","24.0","8.7","22.3","6.2","5.3",".","",".",".",".",".",".","0.2",".","."
"Sophomore","","937","3.015","28.8","11.8","32.6","7.8","14.8","3.2","0.7","0.1","",".",".",".",".",".","0.1",".","."
"Junior","","856","3.083","29.0","13.8","33.1","6.3","13.8","2.9","0.8",".","",".","0.2",".",".",".",".","0.1","."
"Senior","","923","3.126","39.2","11.9","22.3","6.7","13.8","3.6","1.7","0.5","",".",".",".",".",".","0.2",".","."
"Undergraduates","","3245","3.003","29.7","13.3","28.4","7.2","15.5","3.7","1.8","0.2","",".","0.1",".",".",".","0.1","0.0","."
"Special","","29","3.444","55.2","6.9","6.9","3.4","6.9","3.4","3.4","6.9","",".",".",".",".",".","3.4","3.4","."
"Graduate","","195","3.800","49.7","9.7","5.6",".",".",".",".","28.7","",".","1.0",".","2.6","1.0","0.5","1.0","."
"Prof Yr 2","","1","3.500",".","100.0",".",".",".",".",".",".","",".",".",".",".",".",".",".","."
"Prof Yr 4","","1","4.000","100.0",".",".",".",".",".",".",".","",".",".",".",".",".",".",".","."
"Professionals","","2","3.750","50.0","50.0",".",".",".",".",".",".","",".",".",".",".",".",".",".","."
"","Dept. Total","3471","3.027","31.1","13.0","26.9","6.8","14.5","3.5","1.7","1.8","",".","0.1",".","0.1","0.1","0.2","0.1","."
