"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","",""
"VET","","","","","","","","","","","","","","","","","","","","",""
"VET","College Total","3386","3.324","30.2","9.9","14.9","","3.3 Name? Name? Name? Name? Name? Name? Name? Name? Name? Name? Name?","","","","","","","","","","","","","#Name?"
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","","S","U","","CR","N","P","I","NW","NR","Other"
"VET","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"Freshmen","","1","4.000","100.0",".",".",".",".",".","",".",".","",".",".",".",".",".",".",".","."
"Sophomore","","8","3.867","87.5",".","12.5",".",".",".","",".",".","",".",".",".",".",".",".",".","."
"Junior","","14","3.862","78.6","14.3","7.1",".",".",".","",".",".","",".",".",".",".",".",".",".","."
"Senior","","37","3.263","45.9","10.8","18.9","8.1","13.5",".","",".","2.7","",".",".",".",".",".",".",".","."
"Undergraduates","","60","3.460","60.0","10.0","15.0","5.0","8.3",".","",".","1.7","",".",".",".",".",".",".",".","."
"Special","","13","4.000","7.7",".",".",".",".",".","",".","92.3","",".",".",".",".",".",".",".","."
"Graduate","","97","3.599","21.6","3.1","5.2","2.1",".",".","",".","62.9","",".",".",".","1.0","1.0",".","3.1","."
"Prof Yr 1","","700","3.237","23.1","17.3","18.7","4.0","6.6","0.6","",".","29.3","",".",".",".",".","0.4",".",".","."
"Prof Yr 2","","741","3.253","26.0","16.3","28.3","4.9","5.1","0.4","",".","18.6","",".",".",".",".","0.3",".",".","."
"Prof Yr 3","","973","3.162","27.6","8.2","15.2","4.3","4.6","1.0","",".","39.0","",".",".",".",".",".",".",".","."
"Prof Yr 4","","802","3.964","42.4","0.4","0.1","0.1","0.1",".","",".","56.9","",".",".",".",".",".",".",".","."
"Professionals","","3216","3.316","30.0","10.1","15.2","3.3","4.0","0.5","",".","36.6","",".",".",".",".","0.2",".",".","."
"","College Total","3386","3.324","30.2","9.9","14.9","3.3","4.0","0.5","",".","37.0","",".",".",".","0.0","0.2",".","0.1","."
