"","701
001","5","***","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"","701
002","2","***","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"","701
003","3","***","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Topics: Grad Stdts in Teaching","Course Total","10","4.000","100.0",".",".",".",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"INTER-LS
502","Dept. Total","186","3.862","83.3","10.8","3.2","0.5","1.6","",".","",".","",".","",".",".","",".","",".","",".",".","0.5","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","","F","","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","","",""
"502
INTER-LS","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","44","3.848","79.5","11.4","6.8",".",".","",".","",".","",".","",".",".","",".","",".","",".",".","2.3","."
"Sophomore","","75","3.871","85.3","9.3","1.3","1.3","2.7","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Junior","","44","3.832","79.5","15.9","2.3",".","2.3","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Senior","","13","3.871","84.6","7.7","7.7",".",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","176","3.855","82.4","11.4","3.4","0.6","1.7","",".","",".","",".","",".",".","",".","",".","",".",".","0.6","."
"Graduate","","10","4.000","100.0",".",".",".",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","186","3.862","83.3","10.8","3.2","0.5","1.6","",".","",".","",".","",".",".","",".","",".","",".",".","0.5","."
