"GENETICS","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"412
GENETICS","","","","","","","","","","","","","","","","","","","",""
"289","109","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"289","110","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Honors Independent Study","Course Total","","2","***","","","","","","","","","","","","","","","",""
"299","012","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"299","014","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"299","015","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"299","035","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"299","036","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"299","037","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"299","070","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"299","071","","36","3.910","91.7",".","8.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"299","077","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"299","092","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Independent Study","Course Total","","51","3.924","92.2","2.0","5.9",".",".",".",".",".",".",".",".",".",".",".",".","."
"375","001","","33","3.803","69.7","21.2","9.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"375","001","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","Section Total","","35","3.829","71.4","20.0","8.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"375","008","","46","3.912","82.6","13.0","2.2",".",".",".",".",".",".",".",".",".",".",".","2.2","."
"Special Topics","Course Total","","81","3.894","77.8","16.0","4.9",".",".",".",".",".",".",".",".",".",".",".","1.2","."
"466
General Genetics","001","","211","2.896","17.5","10.9","32.7","19.0","11.4","6.2",".","1.4",".",".",".",".",".",".","0.9","."
"545","001","","16","3.500","50.0","12.5","31.3",".","6.3",".",".",".",".",".",".",".",".",".",".","."
"545","002","","15","3.067","33.3","13.3","26.7",".","20.0","6.7",".",".",".",".",".",".",".",".",".","."
"Genetics Laboratory","Course Total","","31","3.290","41.9","12.9","29.0",".","12.9","3.2",".",".",".",".",".",".",".",".",".","."
"561
Introductory Cytogenetics","001","","36","3.150","30.6","13.9","19.4","25.0","11.1",".",".",".",".",".",".",".",".",".",".","."
"566
Advanced Genetics","001","","84","3.185","20.2","15.5","48.8","11.9","3.6",".",".",".",".",".",".",".",".",".",".","."
"682","035","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"682","036","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"682","044","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"682","092","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"682","094","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Senior Honors Thesis","Course Total","","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"699","007","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","009","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","012","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","028","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","034","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","035","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"699","037","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","071","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"699","092","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","094","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","102","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Special Problems","Course Total","","16","4.000","93.8",".",".",".",".",".",".",".",".",".",".",".",".",".","6.3","."
"703
Topics-Eukaryotic Regulation","001","","17","3.500","23.5","52.9","23.5",".",".",".",".",".",".",".",".",".",".",".",".","."
