"MATHEMATICS","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"600
MATH","","","","","","","","","","","","","","","","","","",""
"","320
002","125","2.613","12.0","15.2","23.2","13.6","23.2","8.0","4.0","0.8",".",".",".",".",".",".",".","."
"Linear Alg & Diff Equations","Course Total","201","2.603","13.9","15.4","21.4","12.9","20.9","10.9","4.0","0.5",".",".",".",".",".",".",".","."
"","321
001","34","2.559","5.9","14.7","29.4","8.8","29.4","11.8",".",".",".",".",".",".",".",".",".","."
"","002
321","27","2.389","14.8","3.7","29.6","7.4","22.2","14.8","7.4",".",".",".",".",".",".",".",".","."
"Appl Mathematical Analysis","Course Total","61","2.484","9.8","9.8","29.5","8.2","26.2","13.1","3.3",".",".",".",".",".",".",".",".","."
"Intro:Prob&Markov Chain Mod","331
002","14","2.964","21.4","7.1","50.0",".","14.3","7.1",".",".",".",".",".",".",".",".",".","."
"","340
001","64","2.945","28.1","17.2","18.8","15.6","9.4","7.8","3.1",".",".",".",".",".",".",".",".","."
"","340
002","60","2.983","23.3","11.7","35.0","8.3","16.7","5.0",".",".",".",".",".",".",".",".",".","."
"Elem Matrix&Linear Algebra","Course Total","124","2.964","25.8","14.5","26.6","12.1","12.9","6.5","1.6",".",".",".",".",".",".",".",".","."
"Linear Algebra","341
001","20","3.132","35.0","15.0","20.0",".","20.0","5.0",".","5.0",".",".",".",".",".",".",".","."
"Basic Concepts of Math","371
001","26","2.865","7.7","26.9","38.5","7.7","11.5","3.8","3.8",".",".",".",".",".",".",".",".","."
"Topics-Multi-Var Calc&Diff Eq","376
001","23","3.630","73.9",".","13.0","4.3","8.7",".",".",".",".",".",".",".",".",".",".","."
"Theory of Single Variable Calc","421
001","17","2.824","17.6","11.8","29.4","11.8","23.5","5.9",".",".",".",".",".",".",".",".",".","."
"Intro-Combinatrl Optimizatn","425
001","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","431
001","18","2.806","33.3","5.6","16.7","11.1","22.2","5.6","5.6",".",".",".",".",".",".",".",".","."
"","431
002","31","3.048","25.8","16.1","25.8","25.8",".","3.2","3.2",".",".",".",".",".",".",".",".","."
"","003
431","35","2.643","22.9","14.3","17.1","5.7","22.9","11.4","5.7",".",".",".",".",".",".",".",".","."
"Intro-Theory of Probability","Course Total","84","2.827","26.2","13.1","20.2","14.3","14.3","7.1","4.8",".",".",".",".",".",".",".",".","."
"Intro to Modern Algebra","441
001","12","3.792","66.7","25.0","8.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"College Geometry I","461
001","23","3.565","56.5","13.0","21.7","4.3","4.3",".",".",".",".",".",".",".",".",".",".","."
"History of Mathematics","473
001","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Intro-Combinatorics","475
001","17","3.625","52.9","17.6","17.6","5.9",".",".",".",".",".",".",".",".",".",".","5.9","."
"Undergraduate Seminar","490
001","6","4.000","83.3",".",".",".",".",".",".",".",".",".",".",".",".",".","16.7","."
"Topics in Undergrad Math","491
001","12","3.917","83.3","16.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Numerical Analysis","514
001","11","3.545","54.5","9.1","27.3","9.1",".",".",".",".",".",".",".",".",".",".",".","."
"","521
001","28","3.019","35.7","25.0","3.6","7.1","3.6","14.3","3.6","3.6",".",".",".",".",".","3.6",".","."
"","002
521","27","2.923","25.9","18.5","18.5","3.7","22.2","3.7","3.7","3.7",".",".",".",".",".",".",".","."
"","521
003","27","3.444","55.6",".","33.3",".","11.1",".",".",".",".",".",".",".",".",".",".","."
"Advanced Calculus","Course Total","82","3.133","39.0","14.6","18.3","3.7","12.2","6.1","2.4","2.4",".",".",".",".",".","1.2",".","."
"Advanced Calculus","522
001","11","3.200","18.2","36.4","27.3",".",".","9.1",".",".",".",".",".",".",".","9.1",".","."
"Linear Programming Methods","525
001","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","541
001","21","2.875","19.0","19.0","19.0","14.3","14.3","9.5",".",".",".",".",".",".",".","4.8",".","."
"","541
002","14","2.000","21.4",".","14.3","14.3","7.1","21.4","21.4",".",".",".",".",".",".",".",".","."
"Modern Algebra","Course Total","35","2.515","20.0","11.4","17.1","14.3","11.4","14.3","8.6",".",".",".",".",".",".","2.9",".","."
"Modern Algebra","542
001","28","3.143","28.6","21.4","35.7","7.1",".",".","7.1",".",".",".",".",".",".",".",".","."
"Elementary Topology","551
001","7","2.714","14.3","28.6","28.6",".","14.3",".","14.3",".",".",".",".",".",".",".",".","."
"Differential Geometry","561
001","8","3.875","75.0","25.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Elementary Number Theory","567
001","12","3.292","50.0","8.3","25.0",".","8.3","8.3",".",".",".",".",".",".",".",".",".","."
"Intro to Fourier Analysis","627
001","16","3.594","31.3","56.3","12.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"Intro-Measure & Integration","629
001","18","3.417","44.4","11.1","27.8","16.7",".",".",".",".",".",".",".",".",".",".",".","."
"Intro-Stochastic Processes","632
001","7","2.857","42.9",".","14.3",".","28.6","14.3",".",".",".",".",".",".",".",".",".","."
"Senior Honors Thesis","682
152","1","***","","","","","","","","","",".",".",".",".",".",".","."
"February 17, 2011","","","","","","","","","","","","","","","","","","Page 254 of 401",""
