"","990
058","","1","***","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"","990
059","","1","***","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"","990
060","","1","***","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Research","Course Total","","12","4.000","91.7",".",".",".",".","",".","",".","",".",".",".","",".","",".","",".",".","8.3","."
"OBS&GYN
436","Dept. Total","","98","3.612","35.7","54.1","6.1","1.0","1.0","",".","",".","",".","1.0",".","",".","",".","",".",".","1.0","."
"Summary by Level","","#","","Ave","A","AB","B","BC","C","D","","F","","S","","U","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","",""
"436
OBS&GYN","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","","1","4.000","100.0",".",".",".",".","",".","",".","",".",".",".","",".","",".","",".",".",".","."
"Junior","","","1","4.000","100.0",".",".",".",".","",".","",".","",".",".",".","",".","",".","",".",".",".","."
"Senior","","","1","4.000","100.0",".",".",".",".","",".","",".","",".",".",".","",".","",".","",".",".",".","."
"Undergraduates","","","3","4.000","100.0",".",".",".",".","",".","",".","",".",".",".","",".","",".","",".",".",".","."
"Graduate","","","12","4.000","91.7",".",".",".",".","",".","",".","",".",".",".","",".","",".","",".",".","8.3","."
"Prof Yr 3","","","76","3.548","23.7","65.8","6.6","1.3","1.3","",".","",".","",".","1.3",".","",".","",".","",".",".",".","."
"Prof Yr 4","","","7","3.762","42.9","42.9","14.3",".",".","",".","",".","",".",".",".","",".","",".","",".",".",".","."
"Professionals","","","83","3.557","25.3","63.9","7.2","1.2","1.2","",".","",".","",".","1.2",".","",".","",".","",".",".",".","."
"","Dept. Total","","98","3.612","35.7","54.1","6.1","1.0","1.0","",".","",".","",".","1.0",".","",".","",".","",".",".","1.0","."
