"","990
044","7","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","990
046","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Research and Thesis","Course Total","20","",".",".",".",".",".",".",".","90.0",".",".",".","10.0",".",".",".","."
"Individual Research","999
001","9","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"LCA
521","Dept. Total","538","3.593","51.9","24.0","12.5","2.0","0.4","0.9","1.3","5.0",".",".",".","0.4","0.9",".","0.6","0.2"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"521
LCA","","","","","","","","","","","","","","","","","","",""
"Freshmen","","93","3.581","50.5","29.0","16.1","1.1",".","3.2",".",".",".",".",".",".",".",".",".","."
"Sophomore","","134","3.573","52.2","24.6","17.9","1.5","0.7","0.7","1.5",".",".",".",".",".",".",".","0.7","."
"Junior","","101","3.507","47.5","27.7","12.9","5.9","1.0",".","2.0","2.0",".",".",".",".",".",".","1.0","."
"Senior","","117","3.588","49.6","28.2","11.1","1.7",".",".","2.6","4.3",".",".",".",".","0.9",".","0.9","0.9"
"Undergraduates","","445","3.563","50.1","27.2","14.6","2.5","0.4","0.9","1.6","1.6",".",".",".",".","0.2",".","0.7","0.2"
"Special","","9","3.125","44.4","11.1",".",".",".","11.1",".","22.2",".",".",".",".","11.1",".",".","."
"Graduate","","84","3.899","61.9","8.3","2.4",".",".",".",".","21.4",".",".",".","2.4","3.6",".",".","."
"","Dept. Total","538","3.593","51.9","24.0","12.5","2.0","0.4","0.9","1.3","5.0",".",".",".","0.4","0.9",".","0.6","0.2"
