"CHEMISTRY","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"224
CHEM","","","","","","","","","","","","","","","","","","",""
"","103
001","135","3.126","34.1","8.9","28.1","11.9","14.8","1.5","0.7",".",".",".",".",".",".",".",".","."
"","103
002","236","2.844","20.3","7.6","32.6","8.9","25.0","3.8","0.8",".",".",".",".",".",".",".","0.8","."
"General Chemistry","Course Total","371","2.947","25.3","8.1","31.0","10.0","21.3","3.0","0.8",".",".",".",".",".",".",".","0.5","."
"","104
001","323","2.875","19.5","8.0","35.0","7.1","28.5","1.5","0.3",".",".",".",".",".",".",".",".","."
"","104
002","265","2.770","21.5","13.2","20.0","15.5","18.5","9.1","2.3",".",".",".",".",".",".",".",".","."
"","104
003","241","2.629","14.1","2.9","40.7","3.3","29.5","7.1","2.5",".",".",".",".",".",".",".",".","."
"","104
004","358","3.134","29.6","15.1","33.5","5.0","13.4","2.2","1.1",".",".",".",".",".",".",".",".","."
"","104
005","119","2.912","16.8","11.8","34.5","22.7","10.1","2.5","1.7",".",".",".",".",".",".",".",".","."
"General Chemistry","Course Total","1306","2.882","21.4","10.4","32.5","9.0","20.8","4.4","1.5",".",".",".",".",".",".",".",".","."
"General Chemistry","108
001","110","3.164","35.5","17.3","20.9","8.2","13.6","3.6","0.9",".",".",".",".",".",".",".",".","."
"Chemical Principles II","116
001","23","3.804","78.3","4.3","17.4",".",".",".",".",".",".",".",".",".",".",".",".","."
"","299
028","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","299
035","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","299
039","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Directed Study","Course Total","6","3.889","83.3",".","16.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"Chem Across the Periodic Table","311
001","86","3.070","25.6","25.6","20.9","7.0","15.1","4.7","1.2",".",".",".",".",".",".",".",".","."
"","327
001","46","2.707","26.1","8.7","26.1","10.9","10.9","8.7","8.7",".",".",".",".",".",".",".",".","."
"","002
327","44","2.895","27.3","11.4","22.7","9.1","18.2","6.8","2.3","2.3",".",".",".",".",".",".",".","."
"Fundamentals of Analytical Sci","Course Total","90","2.798","26.7","10.0","24.4","10.0","14.4","7.8","5.6","1.1",".",".",".",".",".",".",".","."
"","329
001","62","3.065","25.8","19.4","21.0","19.4","9.7","4.8",".",".",".",".",".",".",".",".",".","."
"","329
002","81","3.284","39.5","8.6","32.1","8.6","11.1",".",".",".",".",".",".",".",".",".",".","."
"Fundamentals of Analytical Sci","Course Total","143","3.189","33.6","13.3","27.3","13.3","10.5","2.1",".",".",".",".",".",".",".",".",".","."
"","343
001","235","2.778","14.9","11.9","38.3","10.2","15.3","4.3","4.7",".",".",".",".",".","0.4",".",".","."
"","343
002","248","2.659","18.1","7.7","29.8","8.9","23.8","7.3","4.4",".",".",".",".",".",".",".",".","."
"Intro Organic Chemistry","Course Total","483","2.717","16.6","9.7","34.0","9.5","19.7","5.8","4.6",".",".",".",".",".","0.2",".",".","."
"","344
001","18","3.250","27.8","22.2","27.8","16.7","5.6",".",".",".",".",".",".",".",".",".",".","."
"","344
002","17","3.147","23.5","23.5","35.3","5.9","5.9","5.9",".",".",".",".",".",".",".",".",".","."
"","344
003","18","3.333","16.7","50.0","22.2","5.6","5.6",".",".",".",".",".",".",".",".",".",".","."
"","344
004","18","3.306","27.8","22.2","38.9","5.6","5.6",".",".",".",".",".",".",".",".",".",".","."
"","344
005","14","3.571","42.9","35.7","14.3","7.1",".",".",".",".",".",".",".",".",".",".",".","."
"","344
006","17","3.294","35.3","17.6","23.5","17.6","5.9",".",".",".",".",".",".",".",".",".",".","."
"","344
007","17","3.353","35.3","23.5","23.5","11.8","5.9",".",".",".",".",".",".",".",".",".",".","."
"","344
008","17","3.382","41.2","11.8","35.3","5.9","5.9",".",".",".",".",".",".",".",".",".",".","."
"","344
009","18","3.389","33.3","33.3","16.7","11.1","5.6",".",".",".",".",".",".",".",".",".",".","."
"","344
010","18","3.222","16.7","33.3","33.3","11.1","5.6",".",".",".",".",".",".",".",".",".",".","."
"","344
011","19","3.368","26.3","36.8","26.3","5.3","5.3",".",".",".",".",".",".",".",".",".",".","."
"","344
012","17","3.324","35.3","23.5","23.5","5.9","11.8",".",".",".",".",".",".",".",".",".",".","."
"","344
013","18","3.361","33.3","22.2","27.8","16.7",".",".",".",".",".",".",".",".",".",".",".","."
"","344
014","18","3.278","22.2","33.3","22.2","22.2",".",".",".",".",".",".",".",".",".",".",".","."
"","344
015","17","3.353","29.4","29.4","23.5","17.6",".",".",".",".",".",".",".",".",".",".",".","."
"","344
016","16","3.375","25.0","31.3","37.5","6.3",".",".",".",".",".",".",".",".",".",".",".","."
"","344
017","16","3.313","25.0","37.5","18.8","12.5","6.3",".",".",".",".",".",".",".",".",".",".","."
"","344
018","15","3.233","26.7","26.7","20.0","20.0","6.7",".",".",".",".",".",".",".",".",".",".","."
"","344
019","18","3.306","27.8","33.3","16.7","16.7","5.6",".",".",".",".",".",".",".",".",".",".","."
"","344
020","16","3.313","25.0","31.3","25.0","18.8",".",".",".",".",".",".",".",".",".",".",".","."
"February 17, 2011","","","","","","","","","","","","","","","","","","Page 174 of 401",""
