"MATHEMATICS","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"600
MATH","","","","","","","","","","","","","","","","","","",""
"","101
001","18","2.147","16.7","5.6","5.6","22.2","5.6","33.3","5.6","5.6",".",".",".",".",".",".",".","."
"","101
002","21","2.357",".","4.8","28.6","19.0","38.1","9.5",".",".",".",".",".",".",".",".",".","."
"","101
003","19","2.421","21.1","5.3","26.3","5.3","10.5","26.3","5.3",".",".",".",".",".",".",".",".","."
"","101
004","21","2.786","9.5","14.3","38.1","9.5","23.8","4.8",".",".",".",".",".",".",".",".",".","."
"","101
005","21","2.310","19.0","4.8","38.1",".","4.8","14.3","19.0",".",".",".",".",".",".",".",".","."
"","101
006","23","2.304","8.7","13.0","21.7","21.7","8.7","13.0","13.0",".",".",".",".",".",".",".",".","."
"Intermediate Algebra","Course Total","123","2.393","12.2","8.1","26.8","13.0","15.4","16.3","7.3","0.8",".",".",".",".",".",".",".","."
"","112
001","11","2.136","9.1","18.2","9.1","9.1","27.3","9.1","18.2",".",".",".",".",".",".",".",".","."
"","112
002","31","2.468","22.6","9.7","16.1","6.5","22.6","12.9","9.7",".",".",".",".",".",".",".",".","."
"","112
003","20","2.575","25.0","5.0","10.0","10.0","40.0","5.0","5.0",".",".",".",".",".",".",".",".","."
"","112
004","25","2.521","8.0","12.0","40.0",".","20.0","8.0","8.0",".",".",".",".",".",".","4.0",".","."
"","005
112","21","2.476","14.3","9.5","19.0",".","42.9","14.3",".",".",".",".",".",".",".",".",".","."
"","112
006","23","2.348",".","13.0","21.7","13.0","43.5","4.3","4.3",".",".",".",".",".",".",".",".","."
"","112
007","17","2.471","17.6","11.8","11.8",".","47.1","5.9","5.9",".",".",".",".",".",".",".",".","."
"","112
008","20","2.675","25.0","15.0","15.0",".","30.0","10.0","5.0",".",".",".",".",".",".",".",".","."
"","009
112","19","2.658","42.1",".","5.3","5.3","26.3","15.8","5.3",".",".",".",".",".",".",".",".","."
"","112
010","21","2.548","19.0","4.8","23.8","9.5","28.6","9.5","4.8",".",".",".",".",".",".",".",".","."
"","011
112","24","2.438","12.5","4.2","29.2","8.3","29.2","12.5","4.2",".",".",".",".",".",".",".",".","."
"","012
112","22","2.841","18.2","9.1","40.9","4.5","18.2","9.1",".",".",".",".",".",".",".",".",".","."
"","112
013","19","2.447","5.3","5.3","42.1",".","31.6","15.8",".",".",".",".",".",".",".",".",".","."
"","112
014","16","2.156",".","6.3","18.8","12.5","50.0","6.3","6.3",".",".",".",".",".",".",".",".","."
"Algebra","Course Total","289","2.498","15.9","8.7","22.5","5.5","31.8","10.0","5.2",".",".",".",".",".",".","0.3",".","."
"","113
003","8","1.313",".",".","25.0","12.5","12.5",".","50.0",".",".",".",".",".",".",".",".","."
"","113
005","10","2.500",".","10.0","40.0","20.0","10.0",".","10.0",".",".",".",".",".",".","10.0",".","."
"","113
006","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","113
008","17","2.824","29.4","23.5","11.8",".","17.6","11.8","5.9",".",".",".",".",".",".",".",".","."
"","113
009","10","2.450",".","10.0","40.0","20.0","10.0","20.0",".",".",".",".",".",".",".",".",".","."
"","113
010","17","2.206","11.8","5.9","23.5","11.8","23.5","5.9","17.6",".",".",".",".",".",".",".",".","."
"","113
011","12","3.208","33.3","8.3","33.3","16.7","8.3",".",".",".",".",".",".",".",".",".",".","."
"","113
014","16","2.969","25.0","12.5","31.3","6.3","18.8","6.3",".",".",".",".",".",".",".",".",".","."
"","113
015","18","2.861","27.8",".","27.8","27.8","5.6","11.1",".",".",".",".",".",".",".",".",".","."
"","113
017","16","2.469","18.8","6.3","25.0","12.5","18.8","6.3","12.5",".",".",".",".",".",".",".",".","."
"","113
018","18","2.361","11.1","5.6","16.7","11.1","44.4","5.6","5.6",".",".",".",".",".",".",".",".","."
"","113
020","17","2.265","11.8","11.8","17.6","17.6","11.8","17.6","11.8",".",".",".",".",".",".",".",".","."
"","113
023","12","2.625","25.0","8.3","33.3",".","16.7",".","16.7",".",".",".",".",".",".",".",".","."
"Trigonometry","Course Total","174","2.546","17.2","8.6","26.4","12.6","17.8","7.5","9.2",".",".",".",".",".",".","0.6",".","."
"Algebra and Trigonometry","114
001","85","2.412","12.9","12.9","20.0","8.2","24.7","14.1","7.1",".",".",".",".",".",".",".",".","."
"","130
001","24","2.521","12.5","4.2","29.2","16.7","25.0","8.3","4.2",".",".",".",".",".",".",".",".","."
"","130
002","21","3.357","23.8","38.1","28.6","4.8","4.8",".",".",".",".",".",".",".",".",".",".","."
"","003
130","24","3.917","87.5","8.3","4.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"","004
130","22","2.932","31.8","9.1","22.7","4.5","27.3",".","4.5",".",".",".",".",".",".",".",".","."
"Arithmetical Problm Solving","Course Total","91","3.181","39.6","14.3","20.9","6.6","14.3","2.2","2.2",".",".",".",".",".",".",".",".","."
"","131
001","22","3.955","90.9","9.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","131
002","24","3.417","41.7","16.7","33.3",".","8.3",".",".",".",".",".",".",".",".",".",".","."
"","131
003","14","3.536","50.0","21.4","21.4",".","7.1",".",".",".",".",".",".",".",".",".",".","."
"February 17, 2011","","","","","","","","","","","","","","","","","","Page 252 of 401",""
