"PSYCHOLOGY","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"820
PSYCH","","","","","","","","","","","","","","","","","","","",""
"707
Proseminar-Biological Psych","001","","12","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"710
Dsgn&Anal-Psych Experiments","001","","25","3.680","44.0","48.0","8.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"711","001","","10","3.654","40.0","50.0","10.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"711","002","","18","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Current Topics in Psych","Course Total","","28","3.868","78.6","17.9","3.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"733","001","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"733","002","","20","3.947","85.0","10.0",".",".",".",".",".","5.0",".",".",".",".",".",".",".","."
"733","003","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"733","004","","8","4.000","87.5",".",".",".",".",".",".",".",".",".",".",".","12.5",".",".","."
"Perceptual&Cognitive Sciences","Course Total","","32","3.967","87.5","6.3",".",".",".",".",".","3.1",".",".",".",".","3.1",".",".","."
"740
Clin I: Assmnt, Etiol&Trtmt","001","","14","3.786","57.1","42.9",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"741
Clin II:Assmnt, Etiol&Trtmt","001","","14","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"801
Intro-Clinical Assessment","001","","10","3.875","30.0","10.0",".",".",".",".",".",".",".",".",".",".","60.0",".",".","."
"805
Field Work-Clinical Psych","001","","17","3.972","94.1","5.9",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"930
Seminar-Social Psychology","001","","10","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"950
Interdis Smr-Animal Behav","001","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"960
Sem-Developmental Psych","001","","15","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"990","002","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"990","003","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"990","004","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"990","011","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","012","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"990","014","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"990","015","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","016","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","017","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"990","021","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","023","","6","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"990","024","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"990","027","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","029","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","031","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"990","032","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","035","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"990","037","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","040","","8","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"990","044","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"990","047","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","051","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","053","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","057","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","065","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"990","066","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Research","Course Total","","72","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
