"ACCOUNTING AND INFO SYSTE","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"232
ACCT I S","","","","","","","","","","","","","","","","","","",""
"","100
001","40","3.013","25.0","7.5","40.0","5.0","20.0","2.5",".",".",".",".",".",".",".",".",".","."
"","002
100","33","2.848","15.2","6.1","45.5","6.1","24.2","3.0",".",".",".",".",".",".",".",".",".","."
"","100
003","32","2.922","21.9","12.5","37.5","3.1","18.8","3.1","3.1",".",".",".",".",".",".",".",".","."
"","100
004","37","2.959","27.0","5.4","37.8","2.7","21.6","5.4",".",".",".",".",".",".",".",".",".","."
"","005
100","33","2.682","18.2","12.1","27.3","9.1","21.2","6.1","6.1",".",".",".",".",".",".",".",".","."
"","100
006","40","2.788","15.0","7.5","47.5","5.0","17.5","2.5","5.0",".",".",".",".",".",".",".",".","."
"","100
007","37","3.027","24.3","5.4","51.4","5.4","8.1","2.7","2.7",".",".",".",".",".",".",".",".","."
"","100
008","26","3.154","26.9","7.7","46.2","7.7","11.5",".",".",".",".",".",".",".",".",".",".","."
"","100
009","36","3.000","16.7","5.6","55.6","5.6","16.7",".",".",".",".",".",".",".",".",".",".","."
"","100
010","37","2.514","5.4","10.8","40.5","2.7","24.3","8.1","5.4","2.7",".",".",".",".",".",".",".","."
"","100
011","32","2.469","6.3","3.1","40.6","3.1","34.4","12.5",".",".",".",".",".",".",".",".",".","."
"","100
012","38","2.803","18.4","10.5","44.7","2.6","10.5","7.9","5.3",".",".",".",".",".",".",".",".","."
"Intro Financial Accounting","Course Total","421","2.846","18.3","7.8","43.0","4.8","19.0","4.5","2.4","0.2",".",".",".",".",".",".",".","."
"","211
001","39","3.295","46.2","5.1","38.5","2.6","2.6",".","5.1",".",".",".",".",".",".",".",".","."
"","211
002","47","3.457","48.9","12.8","29.8","2.1","4.3","2.1",".",".",".",".",".",".",".",".",".","."
"","211
003","44","3.000","27.3","4.5","50.0","4.5","2.3","9.1","2.3",".",".",".",".",".",".",".",".","."
"","004
211","33","2.955","27.3","9.1","36.4","6.1","15.2",".","6.1",".",".",".",".",".",".",".",".","."
"","211
005","31","3.484","54.8","3.2","35.5","3.2",".","3.2",".",".",".",".",".",".",".",".",".","."
"","211
006","41","3.037","31.7","9.8","34.1","2.4","14.6","4.9","2.4",".",".",".",".",".",".",".",".","."
"","211
007","43","2.802","27.9",".","41.9","2.3","14.0","9.3","4.7",".",".",".",".",".",".",".",".","."
"Intro Managerial Accounting","Course Total","278","3.142","37.4","6.5","38.1","3.2","7.6","4.3","2.9",".",".",".",".",".",".",".",".","."
"","300
001","41","2.782","19.5","12.2","17.1","14.6","26.8","2.4","2.4","4.9",".",".",".",".",".",".",".","."
"","300
002","46","3.076","21.7","28.3","17.4","17.4","10.9","4.3",".",".",".",".",".",".",".",".",".","."
"","300
003","45","2.930","15.6","20.0","22.2","24.4","8.9","2.2","2.2","2.2",".",".",".",".",".","2.2",".","."
"","300
004","46","2.967","23.9","17.4","15.2","19.6","19.6",".","2.2","2.2",".",".",".",".",".",".",".","."
"Accounting Principles","Course Total","178","2.945","20.2","19.7","18.0","19.1","16.3","2.2","1.7","2.2",".",".",".",".",".","0.6",".","."
"","301
001","34","3.412","38.2","35.3","14.7","5.9","2.9",".","2.9",".",".",".",".",".",".",".",".","."
"","301
002","42","3.393","38.1","35.7","11.9","9.5",".","2.4","2.4",".",".",".",".",".",".",".",".","."
"","301
003","31","3.000","22.6","29.0","22.6","3.2","16.1",".","6.5",".",".",".",".",".",".",".",".","."
"","301
004","38","3.722","63.2","13.2","15.8","2.6",".",".",".","2.6",".",".",".",".",".",".","2.6","."
"Financial Reporting I","Course Total","145","3.395","41.4","28.3","15.9","5.5","4.1","0.7","2.8","0.7",".",".",".",".",".",".","0.7","."
"","302
001","38","3.250","26.3","28.9","28.9","5.3","7.9","2.6",".",".",".",".",".",".",".",".",".","."
"","302
002","33","3.258","27.3","24.2","30.3","9.1","9.1",".",".",".",".",".",".",".",".",".",".","."
"Financial Reporting II","Course Total","71","3.254","26.8","26.8","29.6","7.0","8.5","1.4",".",".",".",".",".",".",".",".",".","."
"","310
001","45","3.295","31.1","26.7","17.8","13.3","8.9",".",".","2.2",".",".",".",".",".",".",".","."
"","310
002","32","3.250","28.1","18.8","40.6","6.3","3.1","3.1",".",".",".",".",".",".",".",".",".","."
"Cost Management Systems","Course Total","77","3.276","29.9","23.4","27.3","10.4","6.5","1.3",".","1.3",".",".",".",".",".",".",".","."
"Engineerng Economc Analysis","313
001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Taxatn:Bus & Persnl Planng","329
001","34","2.985","14.7","29.4","20.6","20.6","5.9","2.9","2.9","2.9",".",".",".",".",".",".",".","."
"","399
147","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","399
202","9","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"Reading & Rsch-Accounting","Course Total","10","4.000","10.0",".",".",".",".",".",".","90.0",".",".",".",".",".",".",".","."
"","406
001","20","3.250","30.0",".","65.0",".","5.0",".",".",".",".",".",".",".",".",".",".","."
"","406
002","37","3.095","24.3","10.8","43.2","13.5","5.4",".","2.7",".",".",".",".",".",".",".",".","."
