"","990
070","1","***","","","","","","","","","","",".",".",".",".",".",".","."
"","990
071","1","***","","","","","","","","","","",".",".",".",".",".",".","."
"","990
072","1","***","","","","","","","","","","",".",".",".",".",".",".","."
"Research","Course Total","46","",".",".",".",".",".",".",".","100.0","",".",".",".",".",".",".",".","."
"PATH
704","Dept. Total","678","3.269","18.7","17.8","17.7","8.1","2.2","0.9","0.4","28.0","",".","4.4",".","0.1","1.5",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"704
PATH","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","8","3.182","25.0","25.0","25.0","25.0",".",".",".",".","",".",".",".",".",".",".",".","."
"Junior","","86","3.053","16.3","30.2","22.1","19.8","8.1","3.5",".",".","",".",".",".",".",".",".",".","."
"Senior","","128","3.230","32.0","19.5","27.3","12.5","4.7","2.3","0.8","0.8","",".",".",".",".",".",".",".","."
"Undergraduates","","222","3.159","25.7","23.9","25.2","15.8","5.9","2.7","0.5","0.5","",".",".",".",".",".",".",".","."
"Special","","14","3.083","28.6","28.6","7.1",".",".",".","14.3","7.1","",".",".",".",".","14.3",".",".","."
"Graduate","","183","3.438","29.0","10.9","16.9","2.2",".",".",".","24.6","",".","16.4",".",".",".",".",".","."
"Prof Yr 1","","122","3.331","23.8","34.4","26.2","13.1","1.6",".",".",".","",".",".",".",".","0.8",".",".","."
"Prof Yr 2","","150","3.500",".","0.7",".",".",".",".",".","94.0","",".",".",".","0.7","4.7",".",".","."
"Prof Yr 3","","3","4.000","66.7",".",".",".",".",".",".","33.3","",".",".",".",".",".",".",".","."
"Prof Yr 4","","4","3.778","50.0","25.0",".",".",".",".",".","25.0","",".",".",".",".",".",".",".","."
"Professionals","","279","3.353","11.8","15.8","11.5","5.7","0.7",".",".","51.3","",".",".",".","0.4","2.9",".",".","."
"","Dept. Total","698","3.269","21.1","17.3","17.2","7.9","2.1","0.9","0.4","27.2","",".","4.3",".","0.1","1.4",".",".","."
