"","990
067","2","***","","","","","","","","","","",".",".",".",".",".",".","."
"","990
069","1","***","","","","","","","","","","",".",".",".",".",".",".","."
"","990
071","1","***","","","","","","","","","","",".",".",".",".",".",".","."
"Research and Thesis","Course Total","42","",".",".",".",".",".",".","",".","92.9",".",".",".","4.8",".",".","2.4","."
"NEUROSCI
682","Dept. Total","256","3.644","46.5","11.7","8.6","1.6","1.2","0.4","",".","28.1","0.4",".",".","0.8","0.4",".","0.4","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"682
NEUROSCI","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","2","4.000","100.0",".",".",".",".",".","",".",".",".",".",".",".",".",".",".","."
"Junior","","15","3.592","60.0","20.0","13.3",".","6.7",".","",".",".",".",".",".",".",".",".",".","."
"Senior","","112","3.602","65.2","17.0","12.5","2.7","1.8","0.9","",".",".",".",".",".",".",".",".",".","."
"Undergraduates","","129","3.606","65.1","17.1","12.4","2.3","2.3","0.8","",".",".",".",".",".",".",".",".",".","."
"Special","","9","3.413","22.2","33.3","33.3",".",".",".","",".",".",".",".",".",".","11.1",".",".","."
"Graduate","","106","3.788","28.3","4.7","2.8","0.9",".",".","",".","61.3","0.9",".",".","0.9",".",".",".","."
"Prof Yr 2","","1","4.000","100.0",".",".",".",".",".","",".",".",".",".",".",".",".",".",".","."
"Prof Yr 3","","7","4.000","28.6",".",".",".",".",".","",".","42.9",".",".",".","14.3",".",".","14.3","."
"Prof Yr 4","","4","",".",".",".",".",".",".","",".","100.0",".",".",".",".",".",".",".","."
"Professionals","","12","4.000","25.0",".",".",".",".",".","",".","58.3",".",".",".","8.3",".",".","8.3","."
"","Dept. Total","256","3.644","46.5","11.7","8.6","1.6","1.2","0.4","",".","28.1","0.4",".",".","0.8","0.4",".","0.4","."
