"Research and Thesis","Course Total","26","",".",".",".",".",".",".",".","88.5","3.8",".",".","7.7",".",".",".","."
"","999
013","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","999
017","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Independent Study","Course Total","2","***","","","","","","","","","","","","","","","",""
"HDFS
230","Dept. Total","1066","3.286","33.8","21.9","20.0","12.7","4.3","1.4","1.3","3.9","0.1",".",".","0.2","0.5",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"230
HDFS","","","","","","","","","","","","","","","","","","",""
"Freshmen","","6","2.833","33.3","33.3",".",".","16.7",".","16.7",".",".",".",".",".",".",".",".","."
"Sophomore","","187","3.096","21.9","25.7","27.8","12.8","6.4","3.7","1.6",".",".",".",".",".",".",".",".","."
"Junior","","329","3.314","35.3","22.5","20.7","16.1","3.3","0.6","0.9","0.3",".",".",".",".","0.3",".",".","."
"Senior","","458","3.303","36.5","20.7","19.0","12.2","4.6","1.3","1.5","3.7",".",".",".",".","0.4",".",".","."
"Undergraduates","","980","3.264","33.3","22.3","21.1","13.6","4.6","1.5","1.4","1.8",".",".",".",".","0.3",".",".","."
"Special","","8","3.500","12.5","62.5","12.5",".",".",".",".","12.5",".",".",".",".",".",".",".","."
"Graduate","","64","3.857","45.3","7.8","1.6","1.6",".",".",".","35.9","1.6",".",".","3.1","3.1",".",".","."
"Prof Yr 2","","3","3.333","66.7",".",".",".","33.3",".",".",".",".",".",".",".",".",".",".","."
"Prof Yr 3","","10","3.300","20.0","30.0","40.0","10.0",".",".",".",".",".",".",".",".",".",".",".","."
"Prof Yr 4","","1","3.500",".","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Professionals","","14","3.321","28.6","28.6","28.6","7.1","7.1",".",".",".",".",".",".",".",".",".",".","."
"","Dept. Total","1066","3.286","33.8","21.9","20.0","12.7","4.3","1.4","1.3","3.9","0.1",".",".","0.2","0.5",".",".","."
