"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","",""
"BUS","","","","","","","","","","","","","","","","","","","","",""
"BUS","College Total","8806","3.343","36.1","22.4","24.2","","6.6 Name? Name? Name? Name? Name? Name? Name? Name? Name? Name? Name?","","","","","","","","","","","","","#Name?"
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","P","","I","NW","NR","Other"
"BUS","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"Freshmen","","31","2.732","25.8","9.7","25.8","3.2","22.6","6.5","3.2",".","",".","3.2",".","",".",".",".",".","."
"Sophomore","","516","2.985","28.1","8.7","32.4","9.7","14.3","3.1","1.6",".","",".","2.1",".","",".",".",".",".","."
"Junior","","2544","3.272","32.0","23.1","28.7","7.1","6.5","1.3","0.9","0.2","",".","0.3",".","",".",".",".",".","."
"Senior","","3675","3.283","30.9","24.3","25.7","8.7","6.3","1.3","0.8","1.7","",".","0.1",".","",".",".","0.1","0.1","."
"Undergraduates","","6766","3.255","31.1","22.6","27.3","8.1","7.1","1.5","0.9","1.0","",".","0.4",".","",".",".","0.0","0.1","."
"Special","","85","3.188","23.5","23.5","27.1","11.8","5.9","1.2","1.2","3.5","",".",".",".","",".",".","1.2","1.2","."
"Graduate","","1928","3.697","53.8","21.4","13.2","1.1","0.7",".","0.1","3.5","",".","5.9",".","",".","0.2","0.1","0.1","."
"Prof Yr 2","","7","3.917","71.4","14.3",".",".",".",".",".",".","",".","14.3",".","",".",".",".",".","."
"Prof Yr 3","","20","3.647","45.0","30.0","15.0",".",".",".",".",".","",".","10.0",".","",".",".",".",".","."
"Professionals","","27","3.717","51.9","25.9","11.1",".",".",".",".",".","",".","11.1",".","",".",".",".",".","."
"","College Total","8806","3.343","36.1","22.4","24.2","6.6","5.6","1.1","0.7","1.5","",".","1.6",".","",".","0.0","0.1","0.1","."
