"CHEMISTRY","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"224
CHEM","","","","","","","","","","","","","","","","","","","",""
"993","057","","6","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"993","067","","6","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"993","074","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"993","077","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"993","078","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"993","079","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Research-Analytical","Course Total","","38","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"994","009","","10","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"994","010","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"994","035","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"994","045","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"994","056","","6","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"994","058","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"994","066","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Research-Inorganic","Course Total","","26","",".",".",".",".",".",".",".","96.2",".",".",".","3.8",".",".",".","."
"995
Rsch-Macromolecular Chem","004","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"996","001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"996","004","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"996","007","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"996","039","","10","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"996","048","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"996","049","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Research-Materials Chemistry","Course Total","","17","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
