"MATHEMATICS","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"600
MATH","","","","","","","","","","","","","","","","","","",""
"","131
004","24","3.875","87.5","4.2","4.2","4.2",".",".",".",".",".",".",".",".",".",".",".","."
"Geom Inference & Reasoning","Course Total","84","3.708","69.0","11.9","14.3","1.2","3.6",".",".",".",".",".",".",".",".",".",".","."
"","132
001","16","3.844","68.8","31.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","132
002","15","3.333","20.0","46.7","20.0","6.7","6.7",".",".",".",".",".",".",".",".",".",".","."
"","132
003","23","3.565","65.2","4.3","17.4","4.3","8.7",".",".",".",".",".",".",".",".",".",".","."
"","132
004","19","3.500","57.9","5.3","26.3",".","10.5",".",".",".",".",".",".",".",".",".",".","."
"Mathematical Models","Course Total","73","3.562","54.8","19.2","16.4","2.7","6.8",".",".",".",".",".",".",".",".",".",".","."
"Quant Reasoning&Prob Solvng","141
001","170","3.306","37.1","21.2","23.5","4.7","12.9",".","0.6",".",".",".",".",".",".",".",".","."
"","210
001","77","2.599","18.2","10.4","29.9","6.5","15.6","10.4","7.8","1.3",".",".",".",".",".",".",".","."
"","210
002","251","3.225","27.9","31.1","19.5","9.2","9.6","1.6","1.2",".",".",".",".",".",".",".",".","."
"","210
003","250","2.734","18.8","10.0","32.0","8.8","16.8","11.6","2.0",".",".",".",".",".",".",".",".","."
"Topics-Finite Mathematics","Course Total","578","2.930","22.7","19.2","26.3","8.7","13.5","7.1","2.4","0.2",".",".",".",".",".",".",".","."
"","211
001","220","2.843","25.0","15.0","18.2","17.3","14.5","5.0","5.0",".",".",".",".",".",".",".",".","."
"","211
002","176","3.166","27.3","22.7","26.1","8.0","12.5","2.8",".","0.6",".",".",".",".",".",".",".","."
"Calculus","Course Total","396","2.986","26.0","18.4","21.7","13.1","13.6","4.0","2.8","0.3",".",".",".",".",".",".",".","."
"Calc/Intro-Differntl Equats","213
001","72","3.042","30.6","12.5","26.4","9.7","13.9","6.9",".",".",".",".",".",".",".",".",".","."
"Calc with Algebra & Trig II","217
001","170","2.509","23.5","8.2","18.2","8.2","18.8","13.5","8.8",".",".",".",".",".",".",".","0.6","."
"","221
001","157","2.182","14.0","8.3","18.5","5.1","22.3","20.4","11.5",".",".",".",".",".",".",".",".","."
"","221
002","20","2.925","20.0","20.0","20.0","15.0","20.0","5.0",".",".",".",".",".",".",".",".",".","."
"","221
003","34","3.059","35.3","14.7","17.6","2.9","23.5","5.9",".",".",".",".",".",".",".",".",".","."
"","221
004","28","2.571","25.0","14.3","25.0",".","3.6","25.0","7.1",".",".",".",".",".",".",".",".","."
"","221
005","26","2.673","23.1","11.5","15.4","7.7","26.9","15.4",".",".",".",".",".",".",".",".",".","."
"","221
006","28","2.179","14.3","3.6","17.9","3.6","32.1","21.4","7.1",".",".",".",".",".",".",".",".","."
"","221
007","28","2.821","17.9","17.9","28.6","3.6","25.0","3.6","3.6",".",".",".",".",".",".",".",".","."
"","221
008","22","2.659","18.2","4.5","31.8","9.1","22.7","13.6",".",".",".",".",".",".",".",".",".","."
"Calculus&Analytic Geometry","Course Total","343","2.464","18.7","10.5","20.4","5.2","22.2","16.3","6.7",".",".",".",".",".",".",".",".","."
"","222
001","169","2.769","13.6","16.0","24.3","14.2","26.6","1.8","2.4",".",".",".",".",".",".","1.2",".","."
"","222
002","235","2.541","15.7","11.5","26.4","4.3","22.6","12.8","5.5","0.4",".",".",".",".",".",".","0.9","."
"","003
222","150","2.493","15.3","6.0","37.3","4.0","15.3","12.7","8.7","0.7",".",".",".",".",".",".",".","."
"","222
004","62","3.008","17.7","22.6","25.8","21.0","8.1","4.8",".",".",".",".",".",".",".",".",".","."
"Calculus&Analytic Geometry","Course Total","616","2.639","15.3","12.5","28.4","8.6","20.5","8.9","4.9","0.3",".",".",".",".",".","0.3","0.3","."
