"MATHEMATICS","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","234
001","109","2.789","24.8","9.2","28.4","3.7","22.9","7.3","3.7",".",".",".",".",".",".",".",".","."
"","234
002","136","2.603","11.8","10.3","30.1","17.6","17.6","7.4","5.1",".",".",".",".",".",".",".",".","."
"","234
003","180","2.681","20.6","9.4","26.7","8.9","19.4","11.7","3.3",".",".",".",".",".",".",".",".","."
"Calc--Functns of Variables","Course Total","425","2.684","18.8","9.6","28.2","10.4","19.8","9.2","4.0",".",".",".",".",".",".",".",".","."
"Intro to Discrete Mathematics","240
001","25","2.729","12.0",".","48.0","4.0","28.0","4.0",".",".",".",".",".",".",".","4.0",".","."
"Topics in Calculus II","276
001","6","3.250","16.7","33.3","33.3","16.7",".",".",".",".",".",".",".",".",".",".",".","."
"Directed Study in Math","298
015","57","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Theory-Interst & Life Insur","303
001","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Intro to Math Statistics","310
001","10","3.200","20.0","30.0","20.0","30.0",".",".",".",".",".",".",".",".",".",".",".","."
"","319
001","100","3.040","28.0","26.0","15.0","10.0","14.0","3.0","4.0",".",".",".",".",".",".",".",".","."
"","319
002","92","3.076","38.0","8.7","20.7","6.5","20.7","5.4",".",".",".",".",".",".",".",".",".","."
"Tech-Ordinary Diff Equation","Course Total","192","3.057","32.8","17.7","17.7","8.3","17.2","4.2","2.1",".",".",".",".",".",".",".",".","."
"","320
001","76","2.586","17.1","15.8","18.4","11.8","17.1","15.8","3.9",".",".",".",".",".",".",".",".","."
"February 17, 2011","","","","","","","","","","","","","","","","","","Page 253 of 401",""
