"Global Marketing Strategy","420
001","3","***","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Latin Amer Economc Develpmt","462
001","9","3.167","33.3","22.2","22.2","11.1",".","11.1",".",".",".","",".",".","",".","",".","",".",".","."
"Global Marketing Strategy","720
001","1","***","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Multinational Bus Finance","745
001","2","***","","","","","","","","","","",".",".","",".","",".","",".",".","."
"INTL BUS
235","Dept. Total","383","3.126","35.0","17.0","18.3","19.1","7.3","1.8","1.0","0.5","",".",".","",".","",".","",".",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"235
INTL BUS","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","1","4.000","100.0",".",".",".",".",".",".",".","",".",".","",".","",".","",".",".",".","."
"Sophomore","","96","2.841","26.0","12.5","14.6","28.1","13.5","3.1","2.1",".","",".",".","",".","",".","",".",".",".","."
"Junior","","160","3.173","35.0","20.0","20.0","16.9","5.6","1.3","0.6","0.6","",".",".","",".","",".","",".",".",".","."
"Senior","","114","3.281","42.1","17.5","17.5","14.0","5.3","1.8","0.9","0.9","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","371","3.121","35.0","17.3","17.8","18.9","7.5","1.9","1.1","0.5","",".",".","",".","",".","",".",".",".","."
"Special","","7","2.786",".",".","57.1","42.9",".",".",".",".","",".",".","",".","",".","",".",".",".","."
"Graduate","","5","3.900","80.0","20.0",".",".",".",".",".",".","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","383","3.126","35.0","17.0","18.3","19.1","7.3","1.8","1.0","0.5","",".",".","",".","",".","",".",".",".","."
