"","","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"ALS","","","","","","","","","","","","","","","","","","","","",""
"BIOLOGICAL SYSTEMS ENGINE","Section","","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","","","Grades","GPA","","","","","","","","","","","","","","","",""
"112
BSE","","","","","","","","","","","","","","","","","","","","",""
"Irrigation Sys-Design & Use","216","001","","15","2.933","20.0","13.3","46.7",".","13.3",".","6.7",".",".",".",".",".",".",".",".","."
"Drainage Systems","218","001","","13","3.038","30.8","15.4","23.1","7.7","15.4","7.7",".",".",".",".",".",".",".",".",".","."
"Operatng&Mgmt Off-Road Vehicle","243","001","","10","3.700","50.0","40.0","10.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Independent Study","299","017","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Sustainabl Residntl Constructn","356","001","","16","3.469","56.3","18.8","18.8",".",".",".","6.3",".",".",".",".",".",".",".",".","."
"Measrmt&Instrumntn-Biol Sys","365","001","","19","2.237",".","5.3","21.1","21.1","36.8","15.8",".",".",".",".",".",".",".",".",".","."
"Rheology of Foods&Biomaterials","441","001","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Sedmnt & Bio-Nutr Engr&Mgmt","472","001","","8","3.125",".","50.0","25.0","25.0",".",".",".",".",".",".",".",".",".",".",".","."
"Engr Princpl Off-Road Vehicles","476","001","","9","3.333","11.1","44.4","44.4",".",".",".",".",".",".",".",".",".",".",".",".","."
"Food Engineering Operations","542","001","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Small Watershed Engineering","571","001","","9","2.944",".","33.3","33.3","22.2","11.1",".",".",".",".",".",".",".",".",".",".","."
"Graduate Research Seminar","901","001","","7","3.929","85.7","14.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","990","002","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","990","003","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","990","008","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","990","009","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","990","014","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","990","015","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","990","018","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","990","024","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Research","","Course Total","","20","",".",".",".",".",".",".",".","55.0",".",".",".","45.0",".",".",".","."
