"ELECTRICAL AND COMPUTER E Section","","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"320
E C E","","","","","","","","","","","","","","","","","","","",""
"702
Grad Cooperative Educ Program","001","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"711","001","","10","3.500","30.0","40.0","30.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"711","003","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"711","004","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Dynamcs& Control-AC Drives","Course Total","","18","3.500","22.2","38.9","22.2",".",".",".",".",".",".",".",".",".","16.7",".",".","."
"713","002","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"713","003","","7","3.786","57.1","42.9",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Electrmgntc Dsgn-AC Machins","Course Total","","9","3.778","55.6","44.4",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"719
Optimal Systems","001","","13","3.333","30.8","23.1","23.1","7.7","7.7",".",".","7.7",".",".",".",".",".",".",".","."
"726
Plasma Magnetohydrodynamics","001","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"729
Thry-Info Proc&Transmission","001","","8","3.563","62.5","12.5","12.5",".","12.5",".",".",".",".",".",".",".",".",".",".","."
"734
VLSI Array-Dig Signal Proc","001","","31","3.617","35.5","48.4","12.9",".",".",".",".",".",".",".",".",".",".","3.2",".","."
"736
Wireless Communications","001","","10","3.350","60.0","10.0","20.0",".",".",".","10.0",".",".",".",".",".",".",".",".","."
"742
Computatnl Meth-Electromagntcs","001","","13","3.625","38.5","38.5","15.4",".",".",".",".","7.7",".",".",".",".",".",".",".","."
"743
High-Powr Diode Lasers&Amps","001","","10","3.850","70.0","30.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"750
Real-time Computing Systems","001","","17","3.471","35.3","29.4","29.4","5.9",".",".",".",".",".",".",".",".",".",".",".","."
"752
Adv Computer Architecture I","001","","23","3.318","17.4","26.1","52.2",".",".",".",".","4.3",".",".",".",".",".",".",".","."
"757
Adv Computr Architecture II","001","","15","3.467","20.0","60.0","13.3","6.7",".",".",".",".",".",".",".",".",".",".",".","."
"763
Computers in Medicine","001","","8","3.688","37.5","62.5",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"790","004","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"790","006","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"790","007","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","008","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","010","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"790","012","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","016","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"790","017","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"790","018","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","031","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"790","032","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","033","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"790","035","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"790","036","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"790","040","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"790","041","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"790","044","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"790","045","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"790","049","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"790","051","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"790","054","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"790","056","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"790","061","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"790","062","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","065","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"February 17, 2011","","","","","","","","","","","","","","","","","","","Page 116 of 401",""
