"L&S","","","","","","","","","","","","","","","","","","","","","","","",""
"EAST ASIAN AREA STUDIES","Section","#","Ave","A","AB","B","BC","C","D","","F","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","",""
"298
E A STDS","","","","","","","","","","","","","","","","","","","","","","","",""
"Intro to East Asian Civ","222
001","70","3.507","51.4","17.1","24.3","1.4","4.3",".","","1.4",".",".","",".",".","",".","",".","",".",".","."
"","300
001","4","***","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"","300
002","32","3.339","28.1","21.9","34.4","12.5",".",".","",".","3.1",".","",".",".","",".","",".","",".",".","."
"Humanities Topics in EAS","Course Total","36","3.414","36.1","19.4","30.6","11.1",".","",".",".","2.8","",".",".","",".","",".","",".",".",".","."
"E A STDS
298","Dept. Total","106","3.476","46.2","17.9","26.4","4.7","2.8","",".","0.9","0.9","",".",".","",".","",".","",".",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","","F","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","",""
"298
E A STDS","","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","15","3.467","40.0","20.0","33.3","6.7",".","",".",".",".","",".",".","",".","",".","",".",".",".","."
"Sophomore","","40","3.413","47.5","12.5","30.0","5.0","2.5","",".","2.5",".","",".",".","",".","",".","",".",".",".","."
"Junior","","28","3.571","50.0","21.4","21.4","7.1",".","",".",".",".","",".",".","",".","",".","",".",".",".","."
"Senior","","21","3.450","42.9","19.0","23.8",".","9.5","",".",".","4.8","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","104","3.471","46.2","17.3","26.9","4.8","2.9","",".","1.0","1.0","",".",".","",".","",".","",".",".",".","."
"Special","","2","3.750","50.0","50.0",".",".",".","",".",".",".","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","106","3.476","46.2","17.9","26.4","4.7","2.8","",".","0.9","0.9","",".",".","",".","",".","",".",".",".","."
