"","990
032","3","***","","","","","","","","","","",".",".",".",".","",".",".","."
"","990
036","1","***","","","","","","","","","","",".",".",".",".","",".",".","."
"","990
037","1","***","","","","","","","","","","",".",".",".",".","",".",".","."
"Research","Course Total","27","",".",".",".",".",".",".",".","74.1","",".",".",".","22.2","",".",".","3.7","."
"DY SCI
292","Dept. Total","261","3.330","41.8","11.9","13.8","3.1","7.7","1.5","1.5","15.7","",".",".",".","2.3","",".",".","0.8","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"292
DY SCI","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","21","3.750","61.9","19.0","19.0",".",".",".",".",".","",".",".",".",".","",".",".",".","."
"Sophomore","","24","3.648","58.3","25.0","16.7",".",".",".",".",".","",".",".",".",".","",".",".",".","."
"Junior","","60","2.906","28.3","18.3","23.3","5.0","16.7","3.3","5.0",".","",".",".",".",".","",".",".",".","."
"Senior","","72","3.341","52.8","5.6","16.7","5.6","13.9","2.8","1.4",".","",".",".",".",".","",".",".","1.4","."
"Undergraduates","","177","3.264","46.3","14.1","19.2","4.0","11.3","2.3","2.3",".","",".",".",".",".","",".",".","0.6","."
"Special","","3","2.917",".","33.3","33.3","33.3",".",".",".",".","",".",".",".",".","",".",".",".","."
"Graduate","","81","3.904","33.3","6.2","1.2",".",".",".",".","50.6","",".",".",".","7.4","",".",".","1.2","."
"","Dept. Total","261","3.330","41.8","11.9","13.8","3.1","7.7","1.5","1.5","15.7","",".",".",".","2.3","",".",".","0.8","."
